"","landscape","site","year","StartDate","EndDate","QC","exposure","uniqueID","season","sample_ID","honey.bee.abund","mean.sampling.date","richness","total.abundance"
"1897","SST","SST07",2018,2018-05-02,2018-05-16,0,14,"SST072018","spring","SST072018_2018-05-02",0,129,15,21
"1898","SST","SST08",2018,2018-05-02,2018-05-16,0,14,"SST082018","spring","SST082018_2018-05-02",1,129,13,59
"1899","SST","SST09",2018,2018-05-02,2018-05-16,0,14,"SST092018","spring","SST092018_2018-05-02",1,129,20,72
"1900","SST","SST11",2018,2018-05-02,2018-05-16,0,14,"SST112018","spring","SST112018_2018-05-02",1,129,10,27
"1901","SST","SST12",2018,2018-05-02,2018-05-16,0,14,"SST122018","spring","SST122018_2018-05-02",2,129,14,71
"1902","SST","SST13",2018,2018-05-02,2018-05-16,0,14,"SST132018","spring","SST132018_2018-05-02",0,129,26,96
"1903","SST","SST14",2018,2018-05-02,2018-05-16,0,14,"SST142018","spring","SST142018_2018-05-02",0,129,5,37
"1904","SST","SST16",2018,2018-05-02,2018-05-16,0,14,"SST162018","spring","SST162018_2018-05-02",3,129,8,17
"1905","HAR","HAR02",2018,2018-05-14,2018-05-28,0,14,"HAR022018","spring","HAR022018_2018-05-14",7,141,17,34
"1906","HAR","HAR03",2018,2018-05-14,2018-05-28,0,14,"HAR032018","spring","HAR032018_2018-05-14",2,141,10,21
"1907","HAR","HAR04",2018,2018-05-14,2018-05-28,0,14,"HAR042018","spring","HAR042018_2018-05-14",3,141,7,9
"1908","HAR","HAR05",2018,2018-05-14,2018-05-28,0,14,"HAR052018","spring","HAR052018_2018-05-14",8,141,31,84
"1909","HAR","HAR06",2018,2018-05-14,2018-05-28,0,14,"HAR062018","spring","HAR062018_2018-05-14",2,141,20,32
"1910","HAR","HAR07",2018,2018-05-14,2018-05-28,0,14,"HAR072018","spring","HAR072018_2018-05-14",3,141,6,7
"1911","HAR","HAR08",2018,2018-05-14,2018-05-28,0,14,"HAR082018","spring","HAR082018_2018-05-14",1,141,5,9
"1912","HAR","HAR09",2018,2018-05-14,2018-05-28,0,14,"HAR092018","spring","HAR092018_2018-05-14",5,141,15,28
"1913","HAR","HAR10",2018,2018-05-14,2018-05-28,0,14,"HAR102018","spring","HAR102018_2018-05-14",5,141,17,35
"1914","HAR","HAR11",2018,2018-05-14,2018-05-28,0,14,"HAR112018","spring","HAR112018_2018-05-14",3,141,18,26
"1915","HAR","HAR12",2018,2018-05-14,2018-05-28,0,14,"HAR122018","spring","HAR122018_2018-05-14",6,141,10,13
"1916","HAR","HAR13",2018,2018-05-14,2018-05-28,0,14,"HAR132018","spring","HAR132018_2018-05-14",24,141,10,13
"1917","HAR","HAR14",2018,2018-05-14,2018-05-28,0,14,"HAR142018","spring","HAR142018_2018-05-14",8,141,12,29
"1918","HAR","HAR15",2018,2018-05-14,2018-05-28,0,14,"HAR152018","spring","HAR152018_2018-05-14",10,141,9,38
"1919","HAR","HAR16",2018,2018-05-14,2018-05-28,0,14,"HAR162018","spring","HAR162018_2018-05-14",57,141,18,38
"1920","WAN","WAN01",2018,2018-05-14,2018-05-28,0,14,"WAN012018","spring","WAN012018_2018-05-14",17,141,31,89
"1921","WAN","WAN02",2018,2018-05-14,2018-05-28,0,14,"WAN022018","spring","WAN022018_2018-05-14",11,141,14,30
"1922","WAN","WAN04",2018,2018-05-14,2018-05-28,0,14,"WAN042018","spring","WAN042018_2018-05-14",4,141,12,45
"1923","WAN","WAN06",2018,2018-05-14,2018-05-28,0,14,"WAN062018","spring","WAN062018_2018-05-14",1,141,12,17
"1924","WAN","WAN08",2018,2018-05-14,2018-05-28,0,14,"WAN082018","spring","WAN082018_2018-05-14",2,141,12,56
"1925","WAN","WAN09",2018,2018-05-14,2018-05-28,0,14,"WAN092018","spring","WAN092018_2018-05-14",6,141,21,57
"1926","WAN","WAN10",2018,2018-05-14,2018-05-28,0,14,"WAN102018","spring","WAN102018_2018-05-14",0,141,11,24
"1927","WAN","WAN11",2018,2018-05-14,2018-05-28,0,14,"WAN112018","spring","WAN112018_2018-05-14",0,141,4,7
"1928","WAN","WAN12",2018,2018-05-14,2018-05-28,0,14,"WAN122018","spring","WAN122018_2018-05-14",7,141,9,34
"1929","WAN","WAN13",2018,2018-05-14,2018-05-28,0,14,"WAN132018","spring","WAN132018_2018-05-14",6,141,8,15
"1930","WAN","WAN14",2018,2018-05-14,2018-05-28,0,14,"WAN142018","spring","WAN142018_2018-05-14",2,141,12,14
"1931","WAN","WAN15",2018,2018-05-14,2018-05-28,0,14,"WAN152018","spring","WAN152018_2018-05-14",2,141,7,17
"1932","WAN","WAN16",2018,2018-05-14,2018-05-28,0,14,"WAN162018","spring","WAN162018_2018-05-14",1,141,10,24
"1933","GFH","GFH01",2018,2018-05-15,2018-05-29,0,14,"GFH012018","spring","GFH012018_2018-05-15",0,142,3,8
"1934","GFH","GFH02",2018,2018-05-15,2018-05-29,0,14,"GFH022018","spring","GFH022018_2018-05-15",1,142,8,19
"1935","GFH","GFH04",2018,2018-05-15,2018-05-29,0,14,"GFH042018","spring","GFH042018_2018-05-15",0,142,21,49
"1936","GFH","GFH06",2018,2018-05-15,2018-05-29,0,14,"GFH062018","spring","GFH062018_2018-05-15",0,142,12,21
"1937","GFH","GFH07",2018,2018-05-15,2018-05-29,0,14,"GFH072018","spring","GFH072018_2018-05-15",0,142,5,7
"1938","GFH","GFH08",2018,2018-05-15,2018-05-29,0,14,"GFH082018","spring","GFH082018_2018-05-15",0,142,8,12
"1939","GFH","GFH09",2018,2018-05-15,2018-05-29,0,14,"GFH092018","spring","GFH092018_2018-05-15",2,142,12,19
"1940","GFH","GFH11",2018,2018-05-15,2018-05-29,0,14,"GFH112018","spring","GFH112018_2018-05-15",1,142,28,64
"1941","GFH","GFH12",2018,2018-05-15,2018-05-29,0,14,"GFH122018","spring","GFH122018_2018-05-15",1,142,13,17
"1942","GFH","GFH13",2018,2018-05-15,2018-05-29,0,14,"GFH132018","spring","GFH132018_2018-05-15",1,142,12,19
"1943","GFH","GFH15",2018,2018-05-15,2018-05-29,0,14,"GFH152018","spring","GFH152018_2018-05-15",3,142,7,15
"1944","GFH","GFH16",2018,2018-05-15,2018-05-29,0,14,"GFH162018","spring","GFH162018_2018-05-15",3,142,19,45
"1945","SIP","SIP01",2018,2018-05-15,2018-05-29,0,14,"SIP012018","spring","SIP012018_2018-05-15",3,142,10,26
"1946","SIP","SIP02",2018,2018-05-15,2018-05-29,0,14,"SIP022018","spring","SIP022018_2018-05-15",2,142,12,17
"1947","SIP","SIP03",2018,2018-05-15,2018-05-29,0,14,"SIP032018","spring","SIP032018_2018-05-15",2,142,11,17
"1948","SIP","SIP05",2018,2018-05-15,2018-05-29,0,14,"SIP052018","spring","SIP052018_2018-05-15",0,142,7,13
"1949","SIP","SIP06",2018,2018-05-15,2018-05-29,0,14,"SIP062018","spring","SIP062018_2018-05-15",8,142,9,14
"1950","SIP","SIP07",2018,2018-05-15,2018-05-29,0,14,"SIP072018","spring","SIP072018_2018-05-15",6,142,4,4
"1951","SIP","SIP08",2018,2018-05-15,2018-05-29,0,14,"SIP082018","spring","SIP082018_2018-05-15",1,142,5,8
"1952","SIP","SIP09",2018,2018-05-15,2018-05-29,0,14,"SIP092018","spring","SIP092018_2018-05-15",0,142,15,31
"1953","SIP","SIP10",2018,2018-05-15,2018-05-29,0,14,"SIP102018","spring","SIP102018_2018-05-15",3,142,5,9
"1954","SIP","SIP11",2018,2018-05-15,2018-05-29,0,14,"SIP112018","spring","SIP112018_2018-05-15",2,142,7,12
"1955","SIP","SIP12",2018,2018-05-15,2018-05-29,0,14,"SIP122018","spring","SIP122018_2018-05-15",0,142,3,3
"1956","SIP","SIP13",2018,2018-05-15,2018-05-29,0,14,"SIP132018","spring","SIP132018_2018-05-15",0,142,5,6
"1957","SIP","SIP14",2018,2018-05-15,2018-05-29,0,14,"SIP142018","spring","SIP142018_2018-05-15",3,142,9,18
"1958","SIP","SIP15",2018,2018-05-15,2018-05-29,0,14,"SIP152018","spring","SIP152018_2018-05-15",0,142,12,16
"1959","SIP","SIP16",2018,2018-05-15,2018-05-29,0,14,"SIP162018","spring","SIP162018_2018-05-15",0,142,10,28
"1960","FBG","FBG01",2018,2018-05-16,2018-05-30,0,14,"FBG012018","spring","FBG012018_2018-05-16",5,143,22,127
"1961","FBG","FBG02",2018,2018-05-16,2018-05-30,0,14,"FBG022018","spring","FBG022018_2018-05-16",16,143,34,161
"1962","FBG","FBG03",2018,2018-05-16,2018-05-30,0,14,"FBG032018","spring","FBG032018_2018-05-16",5,143,13,62
"1963","FBG","FBG04",2018,2018-05-16,2018-05-30,0,14,"FBG042018","spring","FBG042018_2018-05-16",28,143,24,57
"1964","FBG","FBG05",2018,2018-05-16,2018-05-30,0,14,"FBG052018","spring","FBG052018_2018-05-16",9,143,24,57
"1965","FBG","FBG06",2018,2018-05-16,2018-05-30,0,14,"FBG062018","spring","FBG062018_2018-05-16",8,143,23,79
"1966","FBG","FBG07",2018,2018-05-16,2018-05-30,0,14,"FBG072018","spring","FBG072018_2018-05-16",8,143,13,51
"1967","FBG","FBG08",2018,2018-05-16,2018-05-30,0,14,"FBG082018","spring","FBG082018_2018-05-16",1,143,11,68
"1968","FBG","FBG09",2018,2018-05-16,2018-05-30,0,14,"FBG092018","spring","FBG092018_2018-05-16",1,143,14,19
"1969","FBG","FBG10",2018,2018-05-16,2018-05-30,0,14,"FBG102018","spring","FBG102018_2018-05-16",3,143,24,148
"1970","FBG","FBG11",2018,2018-05-16,2018-05-30,0,14,"FBG112018","spring","FBG112018_2018-05-16",6,143,28,75
"1971","FBG","FBG12",2018,2018-05-16,2018-05-30,0,14,"FBG122018","spring","FBG122018_2018-05-16",14,143,16,29
"1972","FBG","FBG13",2018,2018-05-16,2018-05-30,0,14,"FBG132018","spring","FBG132018_2018-05-16",6,143,13,38
"1973","FBG","FBG14",2018,2018-05-16,2018-05-30,0,14,"FBG142018","spring","FBG142018_2018-05-16",4,143,16,36
"1974","FBG","FBG15",2018,2018-05-16,2018-05-30,0,14,"FBG152018","spring","FBG152018_2018-05-16",2,143,11,28
"1975","FBG","FBG16",2018,2018-05-16,2018-05-30,0,14,"FBG162018","spring","FBG162018_2018-05-16",8,143,23,67
"1976","SST","SST01",2018,2018-05-16,2018-05-30,0,14,"SST012018","spring","SST012018_2018-05-16",3,143,24,71
"1977","SST","SST02",2018,2018-05-16,2018-05-30,0,14,"SST022018","spring","SST022018_2018-05-16",7,143,24,100
"1978","SST","SST03",2018,2018-05-16,2018-05-30,0,14,"SST032018","spring","SST032018_2018-05-16",9,143,24,103
"1979","SST","SST04",2018,2018-05-16,2018-05-30,0,14,"SST042018","spring","SST042018_2018-05-16",6,143,19,71
"1980","SST","SST05",2018,2018-05-16,2018-05-30,0,14,"SST052018","spring","SST052018_2018-05-16",0,143,19,61
"1981","SST","SST07",2018,2018-05-16,2018-05-30,0,14,"SST072018","spring","SST072018_2018-05-16",0,143,10,36
"1982","SST","SST09",2018,2018-05-16,2018-05-30,0,14,"SST092018","spring","SST092018_2018-05-16",3,143,21,80
"1983","SST","SST10",2018,2018-05-16,2018-05-30,0,14,"SST102018","spring","SST102018_2018-05-16",18,143,22,167
"1984","SST","SST11",2018,2018-05-16,2018-05-30,0,14,"SST112018","spring","SST112018_2018-05-16",6,143,13,77
"1985","SST","SST12",2018,2018-05-16,2018-05-30,0,14,"SST122018","spring","SST122018_2018-05-16",2,143,14,89
"1986","SST","SST13",2018,2018-05-16,2018-05-30,0,14,"SST132018","spring","SST132018_2018-05-16",1,143,17,86
"1987","SST","SST14",2018,2018-05-16,2018-05-30,0,14,"SST142018","spring","SST142018_2018-05-16",5,143,6,73
"1988","SST","SST15",2018,2018-05-16,2018-05-30,0,14,"SST152018","spring","SST152018_2018-05-16",1,143,17,237
"1989","SST","SST16",2018,2018-05-16,2018-05-30,0,14,"SST162018","spring","SST162018_2018-05-16",5,143,12,96
"1990","FBG","FBG01",2019,2019-04-15,2019-04-29,0,14,"FBG012019","spring","FBG012019_2019-04-15",1,112,34,202
"1991","FBG","FBG02",2019,2019-04-15,2019-04-29,0,14,"FBG022019","spring","FBG022019_2019-04-15",0,112,29,111
"1992","FBG","FBG03",2019,2019-04-15,2019-04-29,0,14,"FBG032019","spring","FBG032019_2019-04-15",5,112,18,98
"1993","FBG","FBG04",2019,2019-04-15,2019-04-29,0,14,"FBG042019","spring","FBG042019_2019-04-15",0,112,18,52
"1994","FBG","FBG06",2019,2019-04-15,2019-04-29,0,14,"FBG062019","spring","FBG062019_2019-04-15",4,112,31,236
"1995","FBG","FBG07",2019,2019-04-15,2019-04-29,0,14,"FBG072019","spring","FBG072019_2019-04-15",17,112,23,143
"1996","FBG","FBG08",2019,2019-04-15,2019-04-29,0,14,"FBG082019","spring","FBG082019_2019-04-15",0,112,20,80
"1997","FBG","FBG10",2019,2019-04-15,2019-04-29,0,14,"FBG102019","spring","FBG102019_2019-04-15",1,112,28,90
"1998","FBG","FBG12",2019,2019-04-15,2019-04-29,0,14,"FBG122019","spring","FBG122019_2019-04-15",2,112,16,98
"1999","FBG","FBG14",2019,2019-04-15,2019-04-29,0,14,"FBG142019","spring","FBG142019_2019-04-15",3,112,27,161
"2000","FBG","FBG15",2019,2019-04-15,2019-04-29,0,14,"FBG152019","spring","FBG152019_2019-04-15",1,112,32,300
"2001","FBG","FBG16",2019,2019-04-15,2019-04-29,0,14,"FBG162019","spring","FBG162019_2019-04-15",6,112,14,32
"2002","SST","SST01",2019,2019-04-15,2019-04-29,0,14,"SST012019","spring","SST012019_2019-04-15",2,112,24,166
"2003","SST","SST02",2019,2019-04-15,2019-04-29,0,14,"SST022019","spring","SST022019_2019-04-15",1,112,23,397
"2004","SST","SST03",2019,2019-04-15,2019-04-29,0,14,"SST032019","spring","SST032019_2019-04-15",0,112,22,361
"2005","SST","SST04",2019,2019-04-15,2019-04-29,0,14,"SST042019","spring","SST042019_2019-04-15",1,112,29,783
"2006","SST","SST05",2019,2019-04-15,2019-04-29,0,14,"SST052019","spring","SST052019_2019-04-15",3,112,18,362
"2007","SST","SST07",2019,2019-04-15,2019-04-29,0,14,"SST072019","spring","SST072019_2019-04-15",0,112,16,118
"2008","SST","SST08",2019,2019-04-15,2019-04-29,0,14,"SST082019","spring","SST082019_2019-04-15",0,112,29,552
"2009","SST","SST09",2019,2019-04-15,2019-04-29,0,14,"SST092019","spring","SST092019_2019-04-15",1,112,27,179
"2010","SST","SST13",2019,2019-04-15,2019-04-29,0,14,"SST132019","spring","SST132019_2019-04-15",0,112,18,287
"2011","SST","SST14",2019,2019-04-15,2019-04-29,0,14,"SST142019","spring","SST142019_2019-04-15",1,112,24,1145
"2012","SST","SST16",2019,2019-04-15,2019-04-29,0,14,"SST162019","spring","SST162019_2019-04-15",1,112,32,2959
"2013","GFH","GFH01",2019,2019-04-16,2019-04-30,0,14,"GFH012019","spring","GFH012019_2019-04-16",0,113,3,8
"2014","GFH","GFH02",2019,2019-04-16,2019-04-30,0,14,"GFH022019","spring","GFH022019_2019-04-16",0,113,20,129
"2015","GFH","GFH03",2019,2019-04-16,2019-04-30,0,14,"GFH032019","spring","GFH032019_2019-04-16",1,113,23,181
"2016","GFH","GFH05",2019,2019-04-16,2019-04-30,0,14,"GFH052019","spring","GFH052019_2019-04-16",1,113,18,98
"2017","GFH","GFH06",2019,2019-04-16,2019-04-30,0,14,"GFH062019","spring","GFH062019_2019-04-16",1,113,21,86
"2018","GFH","GFH07",2019,2019-04-16,2019-04-30,0,14,"GFH072019","spring","GFH072019_2019-04-16",0,113,11,70
"2019","GFH","GFH08",2019,2019-04-16,2019-04-30,0,14,"GFH082019","spring","GFH082019_2019-04-16",0,113,15,51
"2020","GFH","GFH09",2019,2019-04-16,2019-04-30,0,14,"GFH092019","spring","GFH092019_2019-04-16",0,113,6,14
"2021","GFH","GFH10",2019,2019-04-16,2019-04-30,0,14,"GFH102019","spring","GFH102019_2019-04-16",1,113,17,39
"2022","GFH","GFH11",2019,2019-04-16,2019-04-30,0,14,"GFH112019","spring","GFH112019_2019-04-16",0,113,17,32
"2023","GFH","GFH12",2019,2019-04-16,2019-04-30,0,14,"GFH122019","spring","GFH122019_2019-04-16",0,113,13,60
"2024","GFH","GFH13",2019,2019-04-16,2019-04-30,0,14,"GFH132019","spring","GFH132019_2019-04-16",0,113,10,20
"2025","GFH","GFH14",2019,2019-04-16,2019-04-30,0,14,"GFH142019","spring","GFH142019_2019-04-16",0,113,7,16
"2026","GFH","GFH15",2019,2019-04-16,2019-04-30,0,14,"GFH152019","spring","GFH152019_2019-04-16",3,113,13,55
"2027","GFH","GFH16",2019,2019-04-16,2019-04-30,0,14,"GFH162019","spring","GFH162019_2019-04-16",1,113,21,112
"2028","SIP","SIP02",2019,2019-04-16,2019-04-30,0,14,"SIP022019","spring","SIP022019_2019-04-16",0,113,16,57
"2029","SIP","SIP03",2019,2019-04-16,2019-04-30,0,14,"SIP032019","spring","SIP032019_2019-04-16",0,113,16,165
"2030","SIP","SIP07",2019,2019-04-16,2019-04-30,0,14,"SIP072019","spring","SIP072019_2019-04-16",0,113,13,23
"2031","SIP","SIP08",2019,2019-04-16,2019-04-30,0,14,"SIP082019","spring","SIP082019_2019-04-16",0,113,11,17
"2032","SIP","SIP09",2019,2019-04-16,2019-04-30,0,14,"SIP092019","spring","SIP092019_2019-04-16",3,113,18,59
"2033","SIP","SIP11",2019,2019-04-16,2019-04-30,0,14,"SIP112019","spring","SIP112019_2019-04-16",1,113,12,24
"2034","SIP","SIP12",2019,2019-04-16,2019-04-30,0,14,"SIP122019","spring","SIP122019_2019-04-16",0,113,11,22
"2035","SIP","SIP13",2019,2019-04-16,2019-04-30,0,14,"SIP132019","spring","SIP132019_2019-04-16",0,113,12,25
"2036","SIP","SIP14",2019,2019-04-16,2019-04-30,0,14,"SIP142019","spring","SIP142019_2019-04-16",0,113,20,142
"2037","SIP","SIP15",2019,2019-04-16,2019-04-30,0,14,"SIP152019","spring","SIP152019_2019-04-16",0,113,21,87
"2038","SIP","SIP16",2019,2019-04-16,2019-04-30,0,14,"SIP162019","spring","SIP162019_2019-04-16",0,113,11,39
"2039","HAR","HAR01",2019,2019-04-17,2019-05-02,0,15,"HAR012019","spring","HAR012019_2019-04-17",0,114.5,23,73
"2040","HAR","HAR03",2019,2019-04-17,2019-05-02,0,15,"HAR032019","spring","HAR032019_2019-04-17",1,114.5,16,194
"2041","HAR","HAR04",2019,2019-04-17,2019-05-02,0,15,"HAR042019","spring","HAR042019_2019-04-17",2,114.5,22,105
"2042","HAR","HAR05",2019,2019-04-17,2019-05-02,0,15,"HAR052019","spring","HAR052019_2019-04-17",4,114.5,25,180
"2043","HAR","HAR06",2019,2019-04-17,2019-05-02,0,15,"HAR062019","spring","HAR062019_2019-04-17",8,114.5,28,105
"2044","HAR","HAR07",2019,2019-04-17,2019-05-02,0,15,"HAR072019","spring","HAR072019_2019-04-17",1,114.5,13,146
"2045","HAR","HAR08",2019,2019-04-17,2019-05-02,0,15,"HAR082019","spring","HAR082019_2019-04-17",0,114.5,22,107
"2046","HAR","HAR10",2019,2019-04-17,2019-05-02,0,15,"HAR102019","spring","HAR102019_2019-04-17",0,114.5,27,110
"2047","HAR","HAR11",2019,2019-04-17,2019-05-02,0,15,"HAR112019","spring","HAR112019_2019-04-17",2,114.5,19,42
"2048","HAR","HAR12",2019,2019-04-17,2019-05-02,0,15,"HAR122019","spring","HAR122019_2019-04-17",2,114.5,23,55
"2049","HAR","HAR13",2019,2019-04-17,2019-05-02,0,15,"HAR132019","spring","HAR132019_2019-04-17",0,114.5,13,74
"2050","HAR","HAR14",2019,2019-04-17,2019-05-02,0,15,"HAR142019","spring","HAR142019_2019-04-17",2,114.5,17,181
"2051","HAR","HAR15",2019,2019-04-17,2019-05-02,0,15,"HAR152019","spring","HAR152019_2019-04-17",3,114.5,17,32
"2052","WAN","WAN01",2019,2019-04-17,2019-05-02,0,15,"WAN012019","spring","WAN012019_2019-04-17",4,114.5,27,231
"2053","WAN","WAN02",2019,2019-04-17,2019-05-02,0,15,"WAN022019","spring","WAN022019_2019-04-17",3,114.5,21,110
"2054","WAN","WAN03",2019,2019-04-17,2019-05-02,0,15,"WAN032019","spring","WAN032019_2019-04-17",2,114.5,17,96
"2055","WAN","WAN04",2019,2019-04-17,2019-05-02,0,15,"WAN042019","spring","WAN042019_2019-04-17",5,114.5,22,235
"2056","WAN","WAN05",2019,2019-04-17,2019-05-02,0,15,"WAN052019","spring","WAN052019_2019-04-17",0,114.5,21,102
"2057","WAN","WAN08",2019,2019-04-17,2019-05-02,0,15,"WAN082019","spring","WAN082019_2019-04-17",0,114.5,14,86
"2058","WAN","WAN09",2019,2019-04-17,2019-05-02,0,15,"WAN092019","spring","WAN092019_2019-04-17",8,114.5,36,421
"2059","WAN","WAN10",2019,2019-04-17,2019-05-02,0,15,"WAN102019","spring","WAN102019_2019-04-17",0,114.5,28,113
"2060","WAN","WAN11",2019,2019-04-17,2019-05-02,0,15,"WAN112019","spring","WAN112019_2019-04-17",1,114.5,9,56
"2061","WAN","WAN12",2019,2019-04-17,2019-05-02,0,15,"WAN122019","spring","WAN122019_2019-04-17",11,114.5,21,286
"2062","WAN","WAN13",2019,2019-04-17,2019-05-02,0,15,"WAN132019","spring","WAN132019_2019-04-17",6,114.5,19,235
"2063","WAN","WAN14",2019,2019-04-17,2019-05-02,0,15,"WAN142019","spring","WAN142019_2019-04-17",0,114.5,15,42
"2064","WAN","WAN15",2019,2019-04-17,2019-05-02,0,15,"WAN152019","spring","WAN152019_2019-04-17",1,114.5,13,44
"2065","WAN","WAN16",2019,2019-04-17,2019-05-02,0,15,"WAN162019","spring","WAN162019_2019-04-17",3,114.5,17,48
"2066","FBG","FBG01",2019,2019-04-29,2019-05-13,0,14,"FBG012019","spring","FBG012019_2019-04-29",1,126,41,172
"2067","FBG","FBG03",2019,2019-04-29,2019-05-13,0,14,"FBG032019","spring","FBG032019_2019-04-29",0,126,9,36
"2068","FBG","FBG04",2019,2019-04-29,2019-05-13,0,14,"FBG042019","spring","FBG042019_2019-04-29",0,126,26,127
"2069","FBG","FBG05",2019,2019-04-29,2019-05-13,0,14,"FBG052019","spring","FBG052019_2019-04-29",3,126,23,94
"2070","FBG","FBG06",2019,2019-04-29,2019-05-13,0,14,"FBG062019","spring","FBG062019_2019-04-29",14,126,16,99
"2071","FBG","FBG07",2019,2019-04-29,2019-05-13,0,14,"FBG072019","spring","FBG072019_2019-04-29",1,126,26,103
"2072","FBG","FBG08",2019,2019-04-29,2019-05-13,0,14,"FBG082019","spring","FBG082019_2019-04-29",0,126,13,28
"2073","FBG","FBG09",2019,2019-04-29,2019-05-13,0,14,"FBG092019","spring","FBG092019_2019-04-29",0,126,29,223
"2074","FBG","FBG10",2019,2019-04-29,2019-05-13,0,14,"FBG102019","spring","FBG102019_2019-04-29",1,126,23,84
"2075","FBG","FBG12",2019,2019-04-29,2019-05-13,0,14,"FBG122019","spring","FBG122019_2019-04-29",3,126,21,66
"2076","FBG","FBG14",2019,2019-04-29,2019-05-13,0,14,"FBG142019","spring","FBG142019_2019-04-29",2,126,23,209
"2077","FBG","FBG15",2019,2019-04-29,2019-05-13,0,14,"FBG152019","spring","FBG152019_2019-04-29",3,126,25,101
"2078","FBG","FBG16",2019,2019-04-29,2019-05-13,0,14,"FBG162019","spring","FBG162019_2019-04-29",3,126,14,40
"2079","SST","SST01",2019,2019-04-29,2019-05-13,0,14,"SST012019","spring","SST012019_2019-04-29",1,126,22,77
"2080","SST","SST02",2019,2019-04-29,2019-05-13,0,14,"SST022019","spring","SST022019_2019-04-29",0,126,19,70
"2081","SST","SST03",2019,2019-04-29,2019-05-13,0,14,"SST032019","spring","SST032019_2019-04-29",3,126,22,186
"2082","SST","SST04",2019,2019-04-29,2019-05-13,0,14,"SST042019","spring","SST042019_2019-04-29",0,126,29,213
"2083","SST","SST05",2019,2019-04-29,2019-05-13,0,14,"SST052019","spring","SST052019_2019-04-29",0,126,15,65
"2084","SST","SST06",2019,2019-04-29,2019-05-13,0,14,"SST062019","spring","SST062019_2019-04-29",0,126,8,41
"2085","SST","SST07",2019,2019-04-29,2019-05-13,0,14,"SST072019","spring","SST072019_2019-04-29",0,126,13,29
"2086","SST","SST08",2019,2019-04-29,2019-05-13,0,14,"SST082019","spring","SST082019_2019-04-29",2,126,22,112
"2087","SST","SST09",2019,2019-04-29,2019-05-13,0,14,"SST092019","spring","SST092019_2019-04-29",4,126,31,83
"2088","SST","SST10",2019,2019-04-29,2019-05-13,0,14,"SST102019","spring","SST102019_2019-04-29",0,126,16,87
"2089","SST","SST11",2019,2019-04-29,2019-05-13,0,14,"SST112019","spring","SST112019_2019-04-29",0,126,25,67
"2090","SST","SST12",2019,2019-04-29,2019-05-13,0,14,"SST122019","spring","SST122019_2019-04-29",3,126,13,91
"2091","SST","SST13",2019,2019-04-29,2019-05-13,0,14,"SST132019","spring","SST132019_2019-04-29",0,126,28,178
"2092","SST","SST14",2019,2019-04-29,2019-05-13,0,14,"SST142019","spring","SST142019_2019-04-29",0,126,24,350
"2093","SST","SST15",2019,2019-04-29,2019-05-13,0,14,"SST152019","spring","SST152019_2019-04-29",0,126,20,268
"2094","SST","SST16",2019,2019-04-29,2019-05-13,0,14,"SST162019","spring","SST162019_2019-04-29",1,126,23,121
"2095","GFH","GFH01",2019,2019-04-30,2019-05-14,0,14,"GFH012019","spring","GFH012019_2019-04-30",0,127,2,15
"2096","GFH","GFH02",2019,2019-04-30,2019-05-14,0,14,"GFH022019","spring","GFH022019_2019-04-30",0,127,10,34
"2097","GFH","GFH03",2019,2019-04-30,2019-05-14,0,14,"GFH032019","spring","GFH032019_2019-04-30",0,127,16,101
"2098","GFH","GFH04",2019,2019-04-30,2019-05-14,0,14,"GFH042019","spring","GFH042019_2019-04-30",1,127,12,40
"2099","GFH","GFH05",2019,2019-04-30,2019-05-14,0,14,"GFH052019","spring","GFH052019_2019-04-30",2,127,16,51
"2100","GFH","GFH06",2019,2019-04-30,2019-05-14,0,14,"GFH062019","spring","GFH062019_2019-04-30",0,127,4,11
"2101","GFH","GFH07",2019,2019-04-30,2019-05-14,0,14,"GFH072019","spring","GFH072019_2019-04-30",1,127,9,33
"2102","GFH","GFH08",2019,2019-04-30,2019-05-14,0,14,"GFH082019","spring","GFH082019_2019-04-30",0,127,12,34
"2103","GFH","GFH09",2019,2019-04-30,2019-05-14,0,14,"GFH092019","spring","GFH092019_2019-04-30",0,127,10,14
"2104","GFH","GFH10",2019,2019-04-30,2019-05-14,0,14,"GFH102019","spring","GFH102019_2019-04-30",0,127,13,18
"2105","GFH","GFH11",2019,2019-04-30,2019-05-14,0,14,"GFH112019","spring","GFH112019_2019-04-30",0,127,14,34
"2106","GFH","GFH12",2019,2019-04-30,2019-05-14,0,14,"GFH122019","spring","GFH122019_2019-04-30",0,127,16,43
"2107","GFH","GFH13",2019,2019-04-30,2019-05-14,0,14,"GFH132019","spring","GFH132019_2019-04-30",0,127,9,18
"2108","GFH","GFH14",2019,2019-04-30,2019-05-14,0,14,"GFH142019","spring","GFH142019_2019-04-30",0,127,18,49
"2109","GFH","GFH15",2019,2019-04-30,2019-05-14,0,14,"GFH152019","spring","GFH152019_2019-04-30",4,127,14,49
"2110","GFH","GFH16",2019,2019-04-30,2019-05-14,0,14,"GFH162019","spring","GFH162019_2019-04-30",5,127,28,82
"2111","SIP","SIP01",2019,2019-04-30,2019-05-14,0,14,"SIP012019","spring","SIP012019_2019-04-30",0,127,11,22
"2112","SIP","SIP02",2019,2019-04-30,2019-05-14,0,14,"SIP022019","spring","SIP022019_2019-04-30",0,127,9,13
