"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund","richness","total.abundance"
"187","WAN","WAN13",2011,"WAN132011",2011-05-03,2011-06-15,NA,NA,43,2011-08-02,2011-09-13,NA,NA,42,85,9,14,21
"188","WAN","WAN14",2011,"WAN142011",2011-05-03,2011-06-15,NA,NA,43,2011-08-02,2011-09-13,NA,NA,42,85,7,18,65
"189","WAN","WAN15",2011,"WAN152011",2011-05-03,2011-06-15,NA,NA,43,2011-08-16,2011-09-13,NA,NA,28,71,1,23,52
"190","WAN","WAN16",2011,"WAN162011",2011-05-03,2011-06-15,NA,NA,43,2011-08-02,2011-09-13,NA,NA,42,85,19,32,60
"191","FBG","FBG01",2012,"FBG012012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,16,61,252
"192","FBG","FBG02",2012,"FBG022012",2012-05-02,2012-06-12,2012-05-15,2012-05-29,27,2012-07-31,2012-09-11,NA,NA,42,69,20,30,86
"193","FBG","FBG03",2012,"FBG032012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,13,26,144
"194","FBG","FBG04",2012,"FBG042012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,53,35,136
"195","FBG","FBG05",2012,"FBG052012",2012-05-02,2012-05-29,NA,NA,27,2012-07-31,2012-09-11,NA,NA,42,69,26,33,147
"196","FBG","FBG06",2012,"FBG062012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,4,53,248
"197","FBG","FBG07",2012,"FBG072012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,27,56,369
"198","FBG","FBG08",2012,"FBG082012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,8,29,141
"199","FBG","FBG09",2012,"FBG092012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,11,41,125
"200","FBG","FBG10",2012,"FBG102012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,15,44,214
"201","FBG","FBG11",2012,"FBG112012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,13,34,93
"202","FBG","FBG12",2012,"FBG122012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-08-28,NA,NA,28,69,5,11,16
"203","FBG","FBG13",2012,"FBG132012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,37,42,193
"204","FBG","FBG14",2012,"FBG142012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,29,36,145
"205","FBG","FBG15",2012,"FBG152012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,10,23,110
"206","FBG","FBG16",2012,"FBG162012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,15,26,90
"207","GFH","GFH01",2012,"GFH012012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,5,15,21
"208","GFH","GFH02",2012,"GFH022012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,7,22,58
"209","GFH","GFH03",2012,"GFH032012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,29,39,96
"210","GFH","GFH04",2012,"GFH042012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,15,37,136
"211","GFH","GFH05",2012,"GFH052012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,7,25,54
"212","GFH","GFH06",2012,"GFH062012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,4,13,19
"213","GFH","GFH07",2012,"GFH072012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,22,13,19
"214","GFH","GFH08",2012,"GFH082012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,56,15,20
"215","GFH","GFH09",2012,"GFH092012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,15,6,15
"216","GFH","GFH10",2012,"GFH102012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,5,26,65
"217","GFH","GFH11",2012,"GFH112012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,47,29,77
"218","GFH","GFH12",2012,"GFH122012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,26,17,35
"219","GFH","GFH13",2012,"GFH132012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-30,NA,NA,28,69,19,16,24
"220","GFH","GFH14",2012,"GFH142012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,18,31,57
"221","GFH","GFH15",2012,"GFH152012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-30,NA,NA,28,69,45,20,29
"222","GFH","GFH16",2012,"GFH162012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,29,29,73
"223","HAR","HAR01",2012,"HAR012012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,4,28,65
"224","HAR","HAR02",2012,"HAR022012",2012-05-03,2012-06-13,NA,NA,41,2012-08-29,2012-09-12,NA,NA,14,55,4,26,162
"225","HAR","HAR03",2012,"HAR032012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,3,29,73
"226","HAR","HAR04",2012,"HAR042012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-08-15,NA,NA,14,55,8,29,97
"227","HAR","HAR05",2012,"HAR052012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,2012-08-15,2012-08-29,28,69,31,51,270
"228","HAR","HAR06",2012,"HAR062012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,19,40,90
"229","HAR","HAR07",2012,"HAR072012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,26,28,104
"230","HAR","HAR08",2012,"HAR082012",2012-05-03,2012-06-13,NA,NA,41,2012-08-15,2012-09-12,NA,NA,28,69,8,18,33
"231","HAR","HAR09",2012,"HAR092012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,6,42,144
"232","HAR","HAR10",2012,"HAR102012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,86,41,193
"233","HAR","HAR11",2012,"HAR112012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,244,31,71
"234","HAR","HAR12",2012,"HAR122012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,35,39,98
"235","HAR","HAR13",2012,"HAR132012",2012-05-03,2012-06-13,NA,NA,41,2012-08-15,2012-09-12,NA,NA,28,69,24,24,39
"236","HAR","HAR14",2012,"HAR142012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,20,26,91
"237","HAR","HAR15",2012,"HAR152012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,40,40,203
"238","HAR","HAR16",2012,"HAR162012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-08-29,NA,NA,28,69,95,47,135
"239","SIP","SIP01",2012,"SIP012012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-30,NA,NA,28,69,0,20,43
"240","SIP","SIP02",2012,"SIP022012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,0,32,85
"241","SIP","SIP03",2012,"SIP032012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,2,15,33
"242","SIP","SIP05",2012,"SIP052012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,2,18,44
"243","SIP","SIP06",2012,"SIP062012",2012-05-04,2012-06-14,NA,NA,41,2012-08-16,2012-09-13,NA,NA,28,69,2,26,47
"244","SIP","SIP07",2012,"SIP072012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,12,16,54
"245","SIP","SIP08",2012,"SIP082012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,2012-08-16,2012-08-30,28,69,5,19,42
"246","SIP","SIP09",2012,"SIP092012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,0,21,38
"247","SIP","SIP10",2012,"SIP102012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-16,NA,NA,14,55,11,12,21
"248","SIP","SIP11",2012,"SIP112012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,12,19,45
"249","SIP","SIP12",2012,"SIP122012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-30,NA,NA,28,69,17,13,26
"250","SIP","SIP13",2012,"SIP132012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-08-30,NA,NA,28,69,1,16,30
"251","SIP","SIP14",2012,"SIP142012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,0,14,43
"252","SIP","SIP15",2012,"SIP152012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,0,18,46
"253","SIP","SIP16",2012,"SIP162012",2012-05-04,2012-06-14,NA,NA,41,2012-08-02,2012-09-13,NA,NA,42,83,5,22,65
"254","SST","SST01",2012,"SST012012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,5,34,90
"255","SST","SST02",2012,"SST022012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,1,32,99
"256","SST","SST03",2012,"SST032012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,8,37,114
"257","SST","SST04",2012,"SST042012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,18,29,152
"258","SST","SST05",2012,"SST052012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,4,30,74
"259","SST","SST06",2012,"SST062012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,1,29,79
"260","SST","SST07",2012,"SST072012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,1,20,53
"261","SST","SST08",2012,"SST082012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,12,19,37
"262","SST","SST09",2012,"SST092012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,3,44,185
"263","SST","SST10",2012,"SST102012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,2012-08-14,2012-08-28,28,69,6,33,352
"264","SST","SST11",2012,"SST112012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,1,24,83
"265","SST","SST12",2012,"SST122012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,11,33,108
"266","SST","SST13",2012,"SST132012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,4,36,142
"267","SST","SST14",2012,"SST142012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,1,27,160
"268","SST","SST15",2012,"SST152012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,2012-08-14,2012-08-28,28,69,0,25,106
"269","SST","SST16",2012,"SST162012",2012-05-02,2012-06-12,NA,NA,41,2012-07-31,2012-09-11,NA,NA,42,83,2,22,102
"270","WAN","WAN01",2012,"WAN012012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,26,49,246
"271","WAN","WAN02",2012,"WAN022012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,3,29,60
"272","WAN","WAN03",2012,"WAN032012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,6,20,54
"273","WAN","WAN04",2012,"WAN042012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,4,39,140
"274","WAN","WAN05",2012,"WAN052012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,2012-08-15,2012-08-29,28,69,2,27,90
"275","WAN","WAN06",2012,"WAN062012",2012-05-03,2012-06-13,NA,NA,41,2012-08-15,2012-09-12,NA,NA,28,69,10,26,48
"276","WAN","WAN07",2012,"WAN072012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,3,18,51
"277","WAN","WAN08",2012,"WAN082012",2012-05-03,2012-06-13,NA,NA,41,2012-08-15,2012-08-29,NA,NA,14,55,3,13,33
"278","WAN","WAN09",2012,"WAN092012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,16,27,58
"279","WAN","WAN10",2012,"WAN102012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,14,34,120
"280","WAN","WAN11",2012,"WAN112012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-08-29,NA,NA,28,69,1,8,16
"281","WAN","WAN12",2012,"WAN122012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,2012-08-15,2012-08-29,28,69,15,35,97
"282","WAN","WAN13",2012,"WAN132012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-08-29,NA,NA,28,69,244,12,15
"283","WAN","WAN14",2012,"WAN142012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-08-29,NA,NA,28,69,64,19,48
"284","WAN","WAN15",2012,"WAN152012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,NA,NA,42,83,8,20,38
"285","WAN","WAN16",2012,"WAN162012",2012-05-03,2012-06-13,NA,NA,41,2012-08-01,2012-09-12,2012-08-15,2012-08-29,28,69,6,22,43
"286","FBG","FBG01",2013,"FBG012013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,10,47,345
"287","FBG","FBG02",2013,"FBG022013",2013-04-29,2013-06-10,NA,NA,42,2013-08-19,2013-09-16,NA,NA,28,70,16,47,374
"288","FBG","FBG03",2013,"FBG032013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,4,31,96
"289","FBG","FBG04",2013,"FBG042013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,1,35,158
"290","FBG","FBG05",2013,"FBG052013",2013-04-29,2013-06-10,2013-05-13,2013-05-27,28,NA,NA,NA,NA,NA,NA,1,33,99
"291","FBG","FBG06",2013,"FBG062013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,6,41,157
"292","FBG","FBG07",2013,"FBG072013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,5,40,193
"293","FBG","FBG08",2013,"FBG082013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,2,30,97
"294","FBG","FBG09",2013,"FBG092013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,8,43,202
"295","FBG","FBG10",2013,"FBG102013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,9,42,242
"296","FBG","FBG11",2013,"FBG112013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,8,25,83
"297","FBG","FBG12",2013,"FBG122013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,8,16,45
"298","FBG","FBG13",2013,"FBG132013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,17,35,119
"299","FBG","FBG14",2013,"FBG142013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,18,28,65
"300","FBG","FBG15",2013,"FBG152013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,6,30,50
"301","FBG","FBG16",2013,"FBG162013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,2013-08-19,2013-09-02,28,70,5,39,109
"302","GFH","GFH01",2013,"GFH012013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-04,NA,NA,28,70,2,14,37
"303","GFH","GFH02",2013,"GFH022013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,6,23,115
"304","GFH","GFH03",2013,"GFH032013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,14,27,137
"305","GFH","GFH04",2013,"GFH042013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,3,37,170
"306","GFH","GFH05",2013,"GFH052013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-04,NA,NA,28,70,8,23,91
"307","GFH","GFH06",2013,"GFH062013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,2013-08-21,2013-09-04,28,70,0,26,79
"308","GFH","GFH07",2013,"GFH072013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,6,12,32
"309","GFH","GFH08",2013,"GFH082013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,23,13,31
"310","GFH","GFH09",2013,"GFH092013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,2013-08-21,2013-09-04,28,70,9,15,31
"311","GFH","GFH10",2013,"GFH102013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,11,36,124
"312","GFH","GFH11",2013,"GFH112013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,26,34,188
"313","GFH","GFH12",2013,"GFH122013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,52,21,46
"314","GFH","GFH13",2013,"GFH132013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,48,17,25
"315","GFH","GFH14",2013,"GFH142013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,9,34,119
"316","GFH","GFH15",2013,"GFH152013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,102,32,73
"317","GFH","GFH16",2013,"GFH162013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,39,34,121
"318","HAR","HAR01",2013,"HAR012013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,0,38,124
"319","HAR","HAR02",2013,"HAR022013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,2,25,108
"320","HAR","HAR03",2013,"HAR032013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,4,22,57
"321","HAR","HAR04",2013,"HAR042013",2013-04-30,2013-06-11,NA,NA,42,2013-08-20,2013-09-03,NA,NA,14,56,0,20,88
"322","HAR","HAR05",2013,"HAR052013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,5,61,494
"323","HAR","HAR06",2013,"HAR062013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,4,30,133
"324","HAR","HAR07",2013,"HAR072013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,0,20,63
"325","HAR","HAR08",2013,"HAR082013",2013-04-30,2013-06-11,NA,NA,42,2013-08-20,2013-09-03,NA,NA,14,56,2,16,83
"326","HAR","HAR09",2013,"HAR092013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,5,42,135
"327","HAR","HAR10",2013,"HAR102013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,8,33,161
"328","HAR","HAR11",2013,"HAR112013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,2013-08-20,2013-09-03,28,70,1,25,94
"329","HAR","HAR12",2013,"HAR122013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,8,33,98
"330","HAR","HAR13",2013,"HAR132013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,1,26,47
"331","HAR","HAR14",2013,"HAR142013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,6,21,53
"332","HAR","HAR15",2013,"HAR152013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,26,36,73
"333","HAR","HAR16",2013,"HAR162013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,2,31,126
"334","SIP","SIP01",2013,"SIP012013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,3,33,230
"335","SIP","SIP02",2013,"SIP022013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,0,34,215
"336","SIP","SIP03",2013,"SIP032013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,0,32,134
"337","SIP","SIP05",2013,"SIP052013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-04,NA,NA,28,70,1,22,98
"338","SIP","SIP06",2013,"SIP062013",2013-05-02,2013-06-13,2013-05-16,2013-06-03,24,2013-08-07,2013-09-18,NA,NA,42,66,2,27,200
"339","SIP","SIP07",2013,"SIP072013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,2013-08-21,2013-09-04,28,70,2,31,249
"340","SIP","SIP08",2013,"SIP082013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,0,29,157
"341","SIP","SIP09",2013,"SIP092013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,0,24,332
"342","SIP","SIP10",2013,"SIP102013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,2,28,131
"343","SIP","SIP11",2013,"SIP112013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-04,NA,NA,28,70,2,27,163
"344","SIP","SIP12",2013,"SIP122013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,2,30,124
"345","SIP","SIP13",2013,"SIP132013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-04,NA,NA,28,70,1,27,215
"346","SIP","SIP14",2013,"SIP142013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,2013-08-21,2013-09-04,28,70,0,13,56
"347","SIP","SIP15",2013,"SIP152013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,4,30,108
"348","SIP","SIP16",2013,"SIP162013",2013-05-02,2013-06-13,NA,NA,42,2013-08-07,2013-09-18,NA,NA,42,84,0,35,235
"349","SST","SST01",2013,"SST012013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,0,39,270
"350","SST","SST02",2013,"SST022013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,1,15,144
"351","SST","SST03",2013,"SST032013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,7,22,188
"352","SST","SST04",2013,"SST042013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,29,28,88
"353","SST","SST05",2013,"SST052013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,0,28,174
"354","SST","SST06",2013,"SST062013",2013-04-29,2013-06-10,NA,NA,42,2013-08-19,2013-09-02,NA,NA,14,56,0,24,350
"355","SST","SST07",2013,"SST072013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-08-19,NA,NA,14,56,0,20,61
"356","SST","SST08",2013,"SST082013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,2,21,114
"357","SST","SST09",2013,"SST092013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-08-19,NA,NA,14,56,0,26,269
"358","SST","SST10",2013,"SST102013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,4,37,188
"359","SST","SST11",2013,"SST112013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,1,35,110
"360","SST","SST12",2013,"SST122013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,3,27,151
"361","SST","SST13",2013,"SST132013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,3,42,478
"362","SST","SST14",2013,"SST142013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,1,16,191
"363","SST","SST15",2013,"SST152013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-16,NA,NA,42,84,1,15,111
"364","SST","SST16",2013,"SST162013",2013-04-29,2013-06-10,NA,NA,42,2013-08-05,2013-09-02,NA,NA,28,70,0,17,145
"365","WAN","WAN01",2013,"WAN012013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,16,41,212
"366","WAN","WAN02",2013,"WAN022013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,4,28,147
"367","WAN","WAN03",2013,"WAN032013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,3,17,54
"368","WAN","WAN04",2013,"WAN042013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,3,25,138
"369","WAN","WAN05",2013,"WAN052013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,2013-08-20,2013-09-03,28,70,3,23,158
"370","WAN","WAN06",2013,"WAN062013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,8,28,66
"371","WAN","WAN07",2013,"WAN072013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,14,22,32
"372","WAN","WAN08",2013,"WAN082013",2013-04-30,2013-06-11,NA,NA,42,NA,NA,NA,NA,NA,NA,0,16,46
"373","WAN","WAN09",2013,"WAN092013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,88,26,69
