"","LocTrap","year","season"
"882","SIP15",2014,"summer"
"883","SIP16",2014,"spring"
"884","SIP16",2014,"summer"
"885","SST01",2014,"spring"
"886","SST01",2014,"summer"
"887","SST02",2014,"spring"
"888","SST02",2014,"summer"
"889","SST03",2014,"spring"
"890","SST03",2014,"summer"
"891","SST04",2014,"spring"
"892","SST04",2014,"summer"
"893","SST05",2014,"spring"
"894","SST05",2014,"summer"
"895","SST06",2014,"spring"
"896","SST06",2014,"summer"
"897","SST07",2014,"spring"
"898","SST07",2014,"summer"
"899","SST08",2014,"spring"
"900","SST08",2014,"summer"
"901","SST09",2014,"spring"
"902","SST09",2014,"summer"
"903","SST10",2014,"spring"
"904","SST10",2014,"summer"
"905","SST11",2014,"spring"
"906","SST11",2014,"summer"
"907","SST12",2014,"spring"
"908","SST12",2014,"summer"
"909","SST13",2014,"spring"
"910","SST13",2014,"summer"
"911","SST14",2014,"spring"
"912","SST14",2014,"summer"
"913","SST15",2014,"spring"
"914","SST15",2014,"summer"
"915","SST16",2014,"spring"
"916","SST16",2014,"summer"
"917","WAN01",2014,"spring"
"918","WAN01",2014,"summer"
"919","WAN02",2014,"spring"
"920","WAN02",2014,"summer"
"921","WAN03",2014,"spring"
"922","WAN03",2014,"summer"
"923","WAN04",2014,"spring"
"924","WAN04",2014,"summer"
"925","WAN05",2014,"spring"
"926","WAN05",2014,"summer"
"927","WAN06",2014,"spring"
"928","WAN06",2014,"summer"
"929","WAN07",2014,"spring"
"930","WAN07",2014,"summer"
"931","WAN08",2014,"spring"
"932","WAN08",2014,"summer"
"933","WAN09",2014,"spring"
"934","WAN09",2014,"summer"
"935","WAN10",2014,"spring"
"936","WAN10",2014,"summer"
"937","WAN11",2014,"spring"
"938","WAN11",2014,"summer"
"939","WAN12",2014,"spring"
"940","WAN12",2014,"summer"
"941","WAN13",2014,"spring"
"942","WAN13",2014,"summer"
"943","WAN14",2014,"spring"
"944","WAN14",2014,"summer"
"945","WAN15",2014,"spring"
"946","WAN15",2014,"summer"
"947","WAN16",2014,"spring"
"948","WAN16",2014,"summer"
"949","FBG01",2015,"spring"
"950","FBG01",2015,"summer"
"951","FBG02",2015,"spring"
"952","FBG02",2015,"summer"
"953","FBG03",2015,"spring"
"954","FBG03",2015,"summer"
"955","FBG04",2015,"spring"
"956","FBG04",2015,"summer"
"957","FBG05",2015,"spring"
"958","FBG05",2015,"summer"
"959","FBG06",2015,"spring"
"960","FBG06",2015,"summer"
"961","FBG07",2015,"spring"
"962","FBG07",2015,"summer"
"963","FBG08",2015,"spring"
"964","FBG08",2015,"summer"
"965","FBG09",2015,"spring"
"966","FBG09",2015,"summer"
"967","FBG10",2015,"spring"
"968","FBG10",2015,"summer"
"969","FBG11",2015,"spring"
"970","FBG11",2015,"summer"
"971","FBG12",2015,"spring"
"972","FBG12",2015,"summer"
"973","FBG13",2015,"spring"
"974","FBG13",2015,"summer"
"975","FBG14",2015,"spring"
"976","FBG14",2015,"summer"
"977","FBG15",2015,"spring"
"978","FBG15",2015,"summer"
"979","FBG16",2015,"spring"
"980","FBG16",2015,"summer"
"981","GFH01",2015,"spring"
"982","GFH01",2015,"summer"
"983","GFH02",2015,"spring"
"984","GFH02",2015,"summer"
"985","GFH03",2015,"spring"
"986","GFH03",2015,"summer"
"987","GFH04",2015,"spring"
"988","GFH04",2015,"summer"
"989","GFH05",2015,"spring"
"990","GFH05",2015,"summer"
"991","GFH06",2015,"spring"
"992","GFH06",2015,"summer"
"993","GFH07",2015,"spring"
"994","GFH07",2015,"summer"
"995","GFH08",2015,"spring"
"996","GFH08",2015,"summer"
"997","GFH09",2015,"spring"
"998","GFH09",2015,"summer"
"999","GFH10",2015,"spring"
"1000","GFH10",2015,"summer"
"1001","GFH11",2015,"spring"
"1002","GFH11",2015,"summer"
"1003","GFH12",2015,"spring"
"1004","GFH12",2015,"summer"
"1005","GFH13",2015,"spring"
"1006","GFH13",2015,"summer"
"1007","GFH14",2015,"spring"
"1008","GFH14",2015,"summer"
"1009","GFH15",2015,"spring"
"1010","GFH15",2015,"summer"
"1011","GFH16",2015,"spring"
"1012","GFH16",2015,"summer"
"1013","HAR01",2015,"spring"
"1014","HAR01",2015,"summer"
"1015","HAR02",2015,"spring"
"1016","HAR02",2015,"summer"
"1017","HAR03",2015,"spring"
"1018","HAR03",2015,"summer"
"1019","HAR04",2015,"spring"
"1020","HAR04",2015,"summer"
"1021","HAR05",2015,"spring"
"1022","HAR05",2015,"summer"
"1023","HAR06",2015,"spring"
"1024","HAR06",2015,"summer"
"1025","HAR07",2015,"spring"
"1026","HAR07",2015,"summer"
"1027","HAR08",2015,"spring"
"1028","HAR08",2015,"summer"
"1029","HAR09",2015,"spring"
"1030","HAR09",2015,"summer"
"1031","HAR10",2015,"spring"
"1032","HAR10",2015,"summer"
"1033","HAR11",2015,"spring"
"1034","HAR11",2015,"summer"
"1035","HAR12",2015,"spring"
"1036","HAR12",2015,"summer"
"1037","HAR13",2015,"spring"
"1038","HAR13",2015,"summer"
"1039","HAR14",2015,"spring"
"1040","HAR14",2015,"summer"
"1041","HAR15",2015,"spring"
"1042","HAR15",2015,"summer"
"1043","HAR16",2015,"spring"
"1044","HAR16",2015,"summer"
"1045","SIP01",2015,"spring"
"1046","SIP01",2015,"summer"
"1047","SIP02",2015,"spring"
"1048","SIP02",2015,"summer"
"1049","SIP03",2015,"spring"
"1050","SIP03",2015,"summer"
"1051","SIP05",2015,"spring"
"1052","SIP05",2015,"summer"
"1053","SIP06",2015,"spring"
"1054","SIP06",2015,"summer"
"1055","SIP07",2015,"spring"
"1056","SIP07",2015,"summer"
"1057","SIP08",2015,"spring"
"1058","SIP08",2015,"summer"
"1059","SIP09",2015,"spring"
"1060","SIP09",2015,"summer"
"1061","SIP10",2015,"spring"
"1062","SIP10",2015,"summer"
"1063","SIP11",2015,"spring"
"1064","SIP11",2015,"summer"
"1065","SIP12",2015,"spring"
"1066","SIP12",2015,"summer"
"1067","SIP13",2015,"spring"
"1068","SIP13",2015,"summer"
"1069","SIP14",2015,"spring"
"1070","SIP14",2015,"summer"
"1071","SIP15",2015,"spring"
"1072","SIP15",2015,"summer"
"1073","SIP16",2015,"spring"
"1074","SIP16",2015,"summer"
"1075","SST01",2015,"spring"
"1076","SST01",2015,"summer"
"1077","SST02",2015,"spring"
"1078","SST02",2015,"summer"
"1079","SST03",2015,"spring"
"1080","SST03",2015,"summer"
"1081","SST04",2015,"spring"
"1082","SST04",2015,"summer"
"1083","SST05",2015,"spring"
"1084","SST05",2015,"summer"
"1085","SST06",2015,"spring"
"1086","SST06",2015,"summer"
"1087","SST07",2015,"spring"
"1088","SST07",2015,"summer"
"1089","SST08",2015,"spring"
"1090","SST08",2015,"summer"
"1091","SST09",2015,"spring"
"1092","SST09",2015,"summer"
"1093","SST10",2015,"spring"
"1094","SST10",2015,"summer"
"1095","SST11",2015,"spring"
"1096","SST11",2015,"summer"
"1097","SST12",2015,"spring"
"1098","SST12",2015,"summer"
"1099","SST13",2015,"spring"
"1100","SST13",2015,"summer"
"1101","SST14",2015,"spring"
"1102","SST14",2015,"summer"
"1103","SST15",2015,"spring"
"1104","SST15",2015,"summer"
"1105","SST16",2015,"spring"
"1106","SST16",2015,"summer"
"1107","WAN01",2015,"spring"
"1108","WAN01",2015,"summer"
"1109","WAN02",2015,"spring"
"1110","WAN02",2015,"summer"
"1111","WAN03",2015,"spring"
"1112","WAN03",2015,"summer"
"1113","WAN04",2015,"spring"
"1114","WAN04",2015,"summer"
"1115","WAN05",2015,"spring"
"1116","WAN05",2015,"summer"
"1117","WAN06",2015,"spring"
"1118","WAN06",2015,"summer"
"1119","WAN07",2015,"spring"
"1120","WAN07",2015,"summer"
"1121","WAN08",2015,"spring"
"1122","WAN08",2015,"summer"
"1123","WAN09",2015,"spring"
"1124","WAN09",2015,"summer"
"1125","WAN10",2015,"spring"
"1126","WAN10",2015,"summer"
"1127","WAN11",2015,"spring"
"1128","WAN11",2015,"summer"
"1129","WAN12",2015,"spring"
"1130","WAN12",2015,"summer"
"1131","WAN13",2015,"spring"
"1132","WAN13",2015,"summer"
"1133","WAN14",2015,"spring"
"1134","WAN14",2015,"summer"
"1135","WAN15",2015,"spring"
"1136","WAN15",2015,"summer"
"1137","WAN16",2015,"spring"
"1138","WAN16",2015,"summer"
"1139","FBG01",2016,"spring"
"1140","FBG01",2016,"summer"
"1141","FBG02",2016,"spring"
"1142","FBG02",2016,"summer"
"1143","FBG03",2016,"spring"
"1144","FBG03",2016,"summer"
"1145","FBG04",2016,"spring"
"1146","FBG04",2016,"summer"
"1147","FBG05",2016,"spring"
"1148","FBG05",2016,"summer"
"1149","FBG06",2016,"spring"
"1150","FBG06",2016,"summer"
"1151","FBG07",2016,"spring"
"1152","FBG07",2016,"summer"
"1153","FBG08",2016,"spring"
"1154","FBG08",2016,"summer"
"1155","FBG09",2016,"spring"
"1156","FBG09",2016,"summer"
"1157","FBG10",2016,"spring"
"1158","FBG10",2016,"summer"
"1159","FBG11",2016,"spring"
"1160","FBG11",2016,"summer"
"1161","FBG12",2016,"spring"
"1162","FBG12",2016,"summer"
"1163","FBG13",2016,"spring"
"1164","FBG13",2016,"summer"
"1165","FBG14",2016,"spring"
"1166","FBG14",2016,"summer"
"1167","FBG15",2016,"spring"
"1168","FBG15",2016,"summer"
"1169","FBG16",2016,"spring"
"1170","FBG16",2016,"summer"
"1171","GFH01",2016,"spring"
"1172","GFH01",2016,"summer"
"1173","GFH02",2016,"spring"
"1174","GFH02",2016,"summer"
"1175","GFH03",2016,"spring"
"1176","GFH03",2016,"summer"
"1177","GFH04",2016,"spring"
"1178","GFH04",2016,"summer"
"1179","GFH05",2016,"spring"
"1180","GFH05",2016,"summer"
"1181","GFH06",2016,"spring"
"1182","GFH06",2016,"summer"
"1183","GFH07",2016,"spring"
"1184","GFH07",2016,"summer"
"1185","GFH08",2016,"spring"
"1186","GFH08",2016,"summer"
"1187","GFH09",2016,"spring"
"1188","GFH09",2016,"summer"
"1189","GFH10",2016,"spring"
"1190","GFH10",2016,"summer"
"1191","GFH11",2016,"spring"
"1192","GFH11",2016,"summer"
"1193","GFH12",2016,"spring"
"1194","GFH12",2016,"summer"
"1195","GFH13",2016,"spring"
"1196","GFH13",2016,"summer"
"1197","GFH14",2016,"spring"
"1198","GFH14",2016,"summer"
"1199","GFH15",2016,"spring"
"1200","GFH15",2016,"summer"
"1201","GFH16",2016,"spring"
"1202","GFH16",2016,"summer"
"1203","HAR01",2016,"spring"
"1204","HAR01",2016,"summer"
"1205","HAR02",2016,"spring"
"1206","HAR02",2016,"summer"
"1207","HAR03",2016,"spring"
"1208","HAR03",2016,"summer"
"1209","HAR04",2016,"spring"
"1210","HAR04",2016,"summer"
"1211","HAR05",2016,"spring"
"1212","HAR05",2016,"summer"
"1213","HAR06",2016,"spring"
"1214","HAR06",2016,"summer"
"1215","HAR07",2016,"spring"
"1216","HAR07",2016,"summer"
"1217","HAR08",2016,"spring"
"1218","HAR08",2016,"summer"
"1219","HAR09",2016,"spring"
"1220","HAR09",2016,"summer"
"1221","HAR10",2016,"spring"
"1222","HAR10",2016,"summer"
"1223","HAR11",2016,"spring"
"1224","HAR11",2016,"summer"
"1225","HAR12",2016,"spring"
"1226","HAR12",2016,"summer"
"1227","HAR13",2016,"spring"
"1228","HAR13",2016,"summer"
"1229","HAR14",2016,"spring"
"1230","HAR14",2016,"summer"
"1231","HAR15",2016,"spring"
"1232","HAR15",2016,"summer"
"1233","HAR16",2016,"spring"
"1234","HAR16",2016,"summer"
"1235","SIP01",2016,"spring"
"1236","SIP01",2016,"summer"
"1237","SIP02",2016,"spring"
"1238","SIP02",2016,"summer"
"1239","SIP03",2016,"spring"
"1240","SIP03",2016,"summer"
"1241","SIP05",2016,"spring"
"1242","SIP05",2016,"summer"
"1243","SIP06",2016,"spring"
"1244","SIP06",2016,"summer"
"1245","SIP07",2016,"spring"
"1246","SIP07",2016,"summer"
"1247","SIP08",2016,"spring"
"1248","SIP08",2016,"summer"
"1249","SIP09",2016,"spring"
"1250","SIP09",2016,"summer"
"1251","SIP10",2016,"spring"
"1252","SIP10",2016,"summer"
"1253","SIP11",2016,"spring"
"1254","SIP11",2016,"summer"
"1255","SIP12",2016,"spring"
"1256","SIP12",2016,"summer"
"1257","SIP13",2016,"spring"
"1258","SIP13",2016,"summer"
"1259","SIP14",2016,"spring"
"1260","SIP14",2016,"summer"
"1261","SIP15",2016,"spring"
"1262","SIP15",2016,"summer"
"1263","SIP16",2016,"spring"
"1264","SIP16",2016,"summer"
"1265","SST01",2016,"spring"
"1266","SST01",2016,"summer"
"1267","SST02",2016,"spring"
"1268","SST02",2016,"summer"
"1269","SST03",2016,"spring"
"1270","SST03",2016,"summer"
"1271","SST04",2016,"spring"
"1272","SST04",2016,"summer"
"1273","SST05",2016,"spring"
"1274","SST05",2016,"summer"
"1275","SST06",2016,"spring"
"1276","SST06",2016,"summer"
"1277","SST07",2016,"spring"
"1278","SST07",2016,"summer"
"1279","SST08",2016,"spring"
"1280","SST08",2016,"summer"
"1281","SST09",2016,"spring"
"1282","SST09",2016,"summer"
"1283","SST10",2016,"spring"
"1284","SST10",2016,"summer"
"1285","SST11",2016,"spring"
"1286","SST11",2016,"summer"
"1287","SST12",2016,"spring"
"1288","SST12",2016,"summer"
"1289","SST13",2016,"spring"
"1290","SST13",2016,"summer"
"1291","SST14",2016,"spring"
"1292","SST14",2016,"summer"
"1293","SST15",2016,"spring"
"1294","SST15",2016,"summer"
"1295","SST16",2016,"spring"
"1296","SST16",2016,"summer"
"1297","WAN01",2016,"spring"
"1298","WAN01",2016,"summer"
"1299","WAN02",2016,"spring"
"1300","WAN02",2016,"summer"
"1301","WAN03",2016,"spring"
"1302","WAN03",2016,"summer"
"1303","WAN04",2016,"spring"
"1304","WAN04",2016,"summer"
"1305","WAN05",2016,"spring"
"1306","WAN05",2016,"summer"
"1307","WAN06",2016,"spring"
"1308","WAN06",2016,"summer"
"1309","WAN07",2016,"spring"
"1310","WAN07",2016,"summer"
"1311","WAN08",2016,"spring"
"1312","WAN08",2016,"summer"
"1313","WAN09",2016,"spring"
"1314","WAN09",2016,"summer"
"1315","WAN10",2016,"spring"
"1316","WAN10",2016,"summer"
"1317","WAN11",2016,"spring"
"1318","WAN11",2016,"summer"
"1319","WAN12",2016,"spring"
"1320","WAN12",2016,"summer"
"1321","WAN13",2016,"spring"
"1322","WAN13",2016,"summer"
"1323","WAN14",2016,"spring"
"1324","WAN14",2016,"summer"
"1325","WAN15",2016,"spring"
"1326","WAN15",2016,"summer"
"1327","WAN16",2016,"spring"
"1328","WAN16",2016,"summer"
"1329","FBG01",2017,"spring"
"1330","FBG01",2017,"summer"
"1331","FBG02",2017,"spring"
"1332","FBG02",2017,"summer"
"1333","FBG03",2017,"spring"
"1334","FBG03",2017,"summer"
"1335","FBG04",2017,"spring"
"1336","FBG04",2017,"summer"
"1337","FBG05",2017,"spring"
"1338","FBG05",2017,"summer"
"1339","FBG06",2017,"spring"
"1340","FBG06",2017,"summer"
"1341","FBG07",2017,"summer"
"1342","FBG08",2017,"summer"
"1343","FBG09",2017,"spring"
"1344","FBG09",2017,"summer"
"1345","FBG10",2017,"spring"
"1346","FBG10",2017,"summer"
"1347","FBG11",2017,"spring"
"1348","FBG11",2017,"summer"
"1349","FBG12",2017,"spring"
"1350","FBG12",2017,"summer"
"1351","FBG13",2017,"spring"
"1352","FBG13",2017,"summer"
"1353","FBG14",2017,"spring"
"1354","FBG14",2017,"summer"
"1355","FBG15",2017,"spring"
"1356","FBG15",2017,"summer"
"1357","FBG16",2017,"spring"
"1358","FBG16",2017,"summer"
"1359","GFH01",2017,"spring"
"1360","GFH01",2017,"summer"
"1361","GFH02",2017,"spring"
"1362","GFH02",2017,"summer"
"1363","GFH03",2017,"summer"
"1364","GFH04",2017,"spring"
"1365","GFH04",2017,"summer"
"1366","GFH05",2017,"spring"
"1367","GFH05",2017,"summer"
"1368","GFH06",2017,"spring"
"1369","GFH06",2017,"summer"
"1370","GFH07",2017,"spring"
"1371","GFH07",2017,"summer"
"1372","GFH08",2017,"spring"
"1373","GFH08",2017,"summer"
"1374","GFH09",2017,"spring"
"1375","GFH09",2017,"summer"
"1376","GFH10",2017,"spring"
"1377","GFH10",2017,"summer"
"1378","GFH11",2017,"spring"
"1379","GFH11",2017,"summer"
"1380","GFH12",2017,"summer"
"1381","GFH13",2017,"spring"
"1382","GFH13",2017,"summer"
"1383","GFH14",2017,"spring"
"1384","GFH14",2017,"summer"
"1385","GFH15",2017,"summer"
"1386","GFH16",2017,"summer"
"1387","HAR01",2017,"spring"
"1388","HAR01",2017,"summer"
"1389","HAR02",2017,"summer"
"1390","HAR03",2017,"summer"
"1391","HAR04",2017,"spring"
"1392","HAR04",2017,"summer"
"1393","HAR05",2017,"spring"
"1394","HAR05",2017,"summer"
"1395","HAR06",2017,"spring"
"1396","HAR06",2017,"summer"
"1397","HAR07",2017,"spring"
"1398","HAR07",2017,"summer"
"1399","HAR08",2017,"spring"
"1400","HAR08",2017,"summer"
"1401","HAR09",2017,"summer"
"1402","HAR10",2017,"spring"
"1403","HAR10",2017,"summer"
"1404","HAR11",2017,"spring"
"1405","HAR11",2017,"summer"
"1406","HAR12",2017,"spring"
"1407","HAR12",2017,"summer"
"1408","HAR13",2017,"summer"
"1409","HAR14",2017,"summer"
"1410","HAR15",2017,"spring"
"1411","HAR15",2017,"summer"
"1412","HAR16",2017,"spring"
"1413","HAR16",2017,"summer"
"1414","SIP01",2017,"spring"
"1415","SIP01",2017,"summer"
"1416","SIP02",2017,"spring"
"1417","SIP02",2017,"summer"
"1418","SIP03",2017,"spring"
"1419","SIP03",2017,"summer"
"1420","SIP05",2017,"spring"
"1421","SIP05",2017,"summer"
"1422","SIP06",2017,"spring"
"1423","SIP06",2017,"summer"
"1424","SIP07",2017,"spring"
"1425","SIP07",2017,"summer"
"1426","SIP08",2017,"spring"
"1427","SIP08",2017,"summer"
"1428","SIP09",2017,"spring"
"1429","SIP09",2017,"summer"
"1430","SIP10",2017,"spring"
"1431","SIP10",2017,"summer"
"1432","SIP11",2017,"spring"
"1433","SIP11",2017,"summer"
"1434","SIP12",2017,"spring"
"1435","SIP12",2017,"summer"
"1436","SIP13",2017,"spring"
"1437","SIP13",2017,"summer"
"1438","SIP14",2017,"spring"
"1439","SIP14",2017,"summer"
"1440","SIP15",2017,"spring"
"1441","SIP15",2017,"summer"
"1442","SIP16",2017,"spring"
"1443","SIP16",2017,"summer"
"1444","SST01",2017,"spring"
"1445","SST01",2017,"summer"
"1446","SST02",2017,"summer"
"1447","SST03",2017,"spring"
"1448","SST03",2017,"summer"
"1449","SST04",2017,"spring"
"1450","SST04",2017,"summer"
"1451","SST05",2017,"spring"
"1452","SST05",2017,"summer"
"1453","SST06",2017,"summer"
"1454","SST07",2017,"spring"
"1455","SST07",2017,"summer"
"1456","SST08",2017,"spring"
"1457","SST08",2017,"summer"
"1458","SST09",2017,"spring"
"1459","SST09",2017,"summer"
"1460","SST10",2017,"summer"
"1461","SST11",2017,"spring"
"1462","SST11",2017,"summer"
"1463","SST12",2017,"spring"
"1464","SST12",2017,"summer"
"1465","SST13",2017,"spring"
"1466","SST13",2017,"summer"
"1467","SST14",2017,"spring"
"1468","SST14",2017,"summer"
"1469","SST15",2017,"spring"
"1470","SST15",2017,"summer"
"1471","SST16",2017,"spring"
"1472","SST16",2017,"summer"
"1473","WAN01",2017,"spring"
"1474","WAN01",2017,"summer"
"1475","WAN02",2017,"summer"
"1476","WAN03",2017,"spring"
"1477","WAN03",2017,"summer"
"1478","WAN04",2017,"spring"
"1479","WAN04",2017,"summer"
"1480","WAN05",2017,"summer"
"1481","WAN06",2017,"summer"
"1482","WAN07",2017,"spring"
"1483","WAN07",2017,"summer"
"1484","WAN08",2017,"spring"
"1485","WAN08",2017,"summer"
"1486","WAN09",2017,"spring"
"1487","WAN09",2017,"summer"
"1488","WAN10",2017,"spring"
"1489","WAN10",2017,"summer"
"1490","WAN11",2017,"spring"
"1491","WAN11",2017,"summer"
"1492","WAN12",2017,"spring"
"1493","WAN12",2017,"summer"
"1494","WAN13",2017,"spring"
"1495","WAN13",2017,"summer"
"1496","WAN14",2017,"spring"
"1497","WAN14",2017,"summer"
"1498","WAN15",2017,"spring"
"1499","WAN15",2017,"summer"
"1500","WAN16",2017,"spring"
"1501","WAN16",2017,"summer"
"1502","FBG01",2018,"spring"
"1503","FBG01",2018,"summer"
"1504","FBG02",2018,"spring"
"1505","FBG02",2018,"summer"
"1506","FBG03",2018,"spring"
"1507","FBG03",2018,"summer"
"1508","FBG04",2018,"spring"
"1509","FBG04",2018,"summer"
"1510","FBG05",2018,"spring"
"1511","FBG05",2018,"summer"
"1512","FBG06",2018,"spring"
"1513","FBG06",2018,"summer"
"1514","FBG07",2018,"spring"
"1515","FBG07",2018,"summer"
"1516","FBG08",2018,"spring"
"1517","FBG08",2018,"summer"
"1518","FBG09",2018,"spring"
"1519","FBG09",2018,"summer"
"1520","FBG10",2018,"spring"
"1521","FBG10",2018,"summer"
"1522","FBG11",2018,"spring"
"1523","FBG11",2018,"summer"
"1524","FBG12",2018,"spring"
"1525","FBG12",2018,"summer"
"1526","FBG13",2018,"spring"
"1527","FBG13",2018,"summer"
"1528","FBG14",2018,"spring"
"1529","FBG14",2018,"summer"
"1530","FBG15",2018,"spring"
"1531","FBG15",2018,"summer"
"1532","FBG16",2018,"spring"
"1533","FBG16",2018,"summer"
"1534","GFH01",2018,"spring"
"1535","GFH01",2018,"summer"
"1536","GFH02",2018,"spring"
"1537","GFH02",2018,"summer"
"1538","GFH04",2018,"spring"
"1539","GFH04",2018,"summer"
"1540","GFH05",2018,"spring"
"1541","GFH05",2018,"summer"
"1542","GFH06",2018,"spring"
"1543","GFH06",2018,"summer"
"1544","GFH07",2018,"spring"
"1545","GFH07",2018,"summer"
"1546","GFH08",2018,"spring"
"1547","GFH08",2018,"summer"
"1548","GFH09",2018,"spring"
"1549","GFH09",2018,"summer"
"1550","GFH10",2018,"spring"
"1551","GFH10",2018,"summer"
"1552","GFH11",2018,"spring"
"1553","GFH11",2018,"summer"
"1554","GFH12",2018,"spring"
"1555","GFH12",2018,"summer"
"1556","GFH13",2018,"spring"
"1557","GFH13",2018,"summer"
"1558","GFH14",2018,"spring"
"1559","GFH14",2018,"summer"
"1560","GFH15",2018,"spring"
"1561","GFH15",2018,"summer"
"1562","GFH16",2018,"spring"
"1563","GFH16",2018,"summer"
"1564","HAR01",2018,"spring"
"1565","HAR01",2018,"summer"
"1566","HAR02",2018,"spring"
"1567","HAR02",2018,"summer"
"1568","HAR03",2018,"spring"
"1569","HAR03",2018,"summer"
"1570","HAR04",2018,"spring"
"1571","HAR04",2018,"summer"
"1572","HAR05",2018,"spring"
"1573","HAR05",2018,"summer"
"1574","HAR06",2018,"spring"
"1575","HAR06",2018,"summer"
"1576","HAR07",2018,"spring"
"1577","HAR07",2018,"summer"
"1578","HAR08",2018,"spring"
"1579","HAR08",2018,"summer"
"1580","HAR09",2018,"spring"
"1581","HAR09",2018,"summer"
"1582","HAR10",2018,"spring"
"1583","HAR10",2018,"summer"
"1584","HAR11",2018,"spring"
"1585","HAR11",2018,"summer"
"1586","HAR12",2018,"spring"
"1587","HAR12",2018,"summer"
"1588","HAR13",2018,"spring"
"1589","HAR13",2018,"summer"
"1590","HAR14",2018,"spring"
"1591","HAR14",2018,"summer"
"1592","HAR15",2018,"spring"
"1593","HAR15",2018,"summer"
"1594","HAR16",2018,"spring"
"1595","HAR16",2018,"summer"
"1596","SIP01",2018,"spring"
"1597","SIP01",2018,"summer"
"1598","SIP02",2018,"spring"
"1599","SIP02",2018,"summer"
"1600","SIP03",2018,"spring"
"1601","SIP03",2018,"summer"
"1602","SIP05",2018,"spring"
"1603","SIP05",2018,"summer"
"1604","SIP06",2018,"spring"
"1605","SIP06",2018,"summer"
"1606","SIP07",2018,"spring"
"1607","SIP07",2018,"summer"
"1608","SIP08",2018,"spring"
"1609","SIP08",2018,"summer"
"1610","SIP09",2018,"spring"
"1611","SIP09",2018,"summer"
"1612","SIP10",2018,"spring"
"1613","SIP10",2018,"summer"
"1614","SIP11",2018,"spring"
"1615","SIP11",2018,"summer"
"1616","SIP12",2018,"spring"
"1617","SIP12",2018,"summer"
"1618","SIP13",2018,"spring"
"1619","SIP13",2018,"summer"
"1620","SIP14",2018,"spring"
"1621","SIP14",2018,"summer"
"1622","SIP15",2018,"spring"
"1623","SIP15",2018,"summer"
"1624","SIP16",2018,"spring"
"1625","SIP16",2018,"summer"
"1626","SST01",2018,"spring"
"1627","SST01",2018,"summer"
"1628","SST02",2018,"spring"
"1629","SST02",2018,"summer"
"1630","SST03",2018,"spring"
"1631","SST03",2018,"summer"
"1632","SST04",2018,"spring"
"1633","SST04",2018,"summer"
"1634","SST05",2018,"spring"
"1635","SST05",2018,"summer"
"1636","SST06",2018,"spring"
"1637","SST06",2018,"summer"
"1638","SST07",2018,"spring"
"1639","SST07",2018,"summer"
"1640","SST08",2018,"spring"
"1641","SST08",2018,"summer"
"1642","SST09",2018,"spring"
"1643","SST09",2018,"summer"
"1644","SST10",2018,"spring"
"1645","SST10",2018,"summer"
"1646","SST11",2018,"spring"
"1647","SST11",2018,"summer"
"1648","SST12",2018,"spring"
"1649","SST12",2018,"summer"
"1650","SST13",2018,"spring"
"1651","SST13",2018,"summer"
"1652","SST14",2018,"spring"
"1653","SST14",2018,"summer"
"1654","SST15",2018,"spring"
"1655","SST15",2018,"summer"
"1656","SST16",2018,"spring"
"1657","SST16",2018,"summer"
"1658","WAN01",2018,"spring"
"1659","WAN01",2018,"summer"
"1660","WAN02",2018,"spring"
"1661","WAN02",2018,"summer"
"1662","WAN03",2018,"spring"
"1663","WAN03",2018,"summer"
"1664","WAN04",2018,"spring"
"1665","WAN04",2018,"summer"
"1666","WAN05",2018,"spring"
"1667","WAN05",2018,"summer"
"1668","WAN06",2018,"spring"
"1669","WAN06",2018,"summer"
"1670","WAN07",2018,"spring"
"1671","WAN07",2018,"summer"
"1672","WAN08",2018,"spring"
"1673","WAN08",2018,"summer"
"1674","WAN09",2018,"spring"
"1675","WAN09",2018,"summer"
"1676","WAN10",2018,"spring"
"1677","WAN10",2018,"summer"
"1678","WAN11",2018,"spring"
"1679","WAN11",2018,"summer"
"1680","WAN12",2018,"spring"
"1681","WAN12",2018,"summer"
"1682","WAN13",2018,"spring"
"1683","WAN13",2018,"summer"
"1684","WAN14",2018,"spring"
"1685","WAN14",2018,"summer"
"1686","WAN15",2018,"spring"
"1687","WAN15",2018,"summer"
"1688","WAN16",2018,"spring"
"1689","WAN16",2018,"summer"
"1690","FBG01",2019,"spring"
"1691","FBG01",2019,"summer"
"1692","FBG02",2019,"spring"
"1693","FBG02",2019,"summer"
"1694","FBG03",2019,"spring"
"1695","FBG03",2019,"summer"
"1696","FBG04",2019,"spring"
"1697","FBG04",2019,"summer"
"1698","FBG05",2019,"spring"
"1699","FBG05",2019,"summer"
"1700","FBG06",2019,"spring"
"1701","FBG06",2019,"summer"
"1702","FBG07",2019,"spring"
"1703","FBG07",2019,"summer"
"1704","FBG08",2019,"spring"
"1705","FBG08",2019,"summer"
"1706","FBG09",2019,"spring"
"1707","FBG09",2019,"summer"
"1708","FBG10",2019,"spring"
"1709","FBG10",2019,"summer"
"1710","FBG11",2019,"spring"
"1711","FBG11",2019,"summer"
"1712","FBG12",2019,"spring"
"1713","FBG12",2019,"summer"
"1714","FBG13",2019,"spring"
"1715","FBG13",2019,"summer"
"1716","FBG14",2019,"spring"
"1717","FBG14",2019,"summer"
"1718","FBG15",2019,"spring"
"1719","FBG15",2019,"summer"
