"","landscape","site","year","uniqueID","season","StartDate","EndDate","gap.start","gap.end","exposure","season.site.ID","richness","total.abundance"
"519","HAR","HAR12",2015,"HAR122015","spring",2015-04-22,2015-06-02,NA,NA,41,"HAR122015_spring",15,68
"520","HAR","HAR13",2015,"HAR132015","spring",2015-04-22,2015-06-02,NA,NA,41,"HAR132015_spring",11,28
"521","HAR","HAR14",2015,"HAR142015","spring",2015-04-22,2015-06-02,NA,NA,41,"HAR142015_spring",20,56
"522","HAR","HAR15",2015,"HAR152015","spring",2015-04-22,2015-06-02,NA,NA,41,"HAR152015_spring",29,67
"523","HAR","HAR16",2015,"HAR162015","spring",2015-04-22,2015-06-02,NA,NA,41,"HAR162015_spring",35,120
"524","SIP","SIP01",2015,"SIP012015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP012015_spring",25,135
"525","SIP","SIP02",2015,"SIP022015","spring",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,"SIP022015_spring",25,101
"526","SIP","SIP03",2015,"SIP032015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP032015_spring",24,65
"527","SIP","SIP05",2015,"SIP052015","spring",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,"SIP052015_spring",13,57
"528","SIP","SIP06",2015,"SIP062015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP062015_spring",21,127
"529","SIP","SIP07",2015,"SIP072015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP072015_spring",27,150
"530","SIP","SIP08",2015,"SIP082015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP082015_spring",25,196
"531","SIP","SIP09",2015,"SIP092015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP092015_spring",21,258
"532","SIP","SIP10",2015,"SIP102015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP102015_spring",19,43
"533","SIP","SIP11",2015,"SIP112015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP112015_spring",15,77
"534","SIP","SIP12",2015,"SIP122015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP122015_spring",21,69
"535","SIP","SIP13",2015,"SIP132015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP132015_spring",10,31
"536","SIP","SIP14",2015,"SIP142015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP142015_spring",15,89
"537","SIP","SIP15",2015,"SIP152015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP152015_spring",22,109
"538","SIP","SIP16",2015,"SIP162015","spring",2015-04-21,2015-06-03,NA,NA,43,"SIP162015_spring",22,115
"539","SST","SST01",2015,"SST012015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST012015_spring",26,80
"540","SST","SST02",2015,"SST022015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST022015_spring",25,322
"541","SST","SST03",2015,"SST032015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST032015_spring",20,111
"542","SST","SST04",2015,"SST042015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST042015_spring",19,37
"543","SST","SST05",2015,"SST052015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST052015_spring",15,42
"544","SST","SST06",2015,"SST062015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST062015_spring",12,50
"545","SST","SST07",2015,"SST072015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST072015_spring",13,46
"546","SST","SST08",2015,"SST082015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST082015_spring",17,126
"547","SST","SST09",2015,"SST092015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST092015_spring",14,65
"548","SST","SST10",2015,"SST102015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST102015_spring",13,152
"549","SST","SST11",2015,"SST112015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST112015_spring",20,205
"550","SST","SST12",2015,"SST122015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST122015_spring",18,198
"551","SST","SST13",2015,"SST132015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST132015_spring",32,175
"552","SST","SST14",2015,"SST142015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST142015_spring",8,54
"553","SST","SST15",2015,"SST152015","spring",2015-04-20,2015-06-01,NA,NA,42,"SST152015_spring",18,341
"554","SST","SST16",2015,"SST162015","spring",2015-04-20,2015-06-01,2015-05-04,2015-05-18,28,"SST162015_spring",9,20
"555","WAN","WAN01",2015,"WAN012015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN012015_spring",24,97
"556","WAN","WAN02",2015,"WAN022015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN022015_spring",14,89
"557","WAN","WAN03",2015,"WAN032015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN032015_spring",7,26
"558","WAN","WAN04",2015,"WAN042015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN042015_spring",7,35
"559","WAN","WAN05",2015,"WAN052015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN052015_spring",13,22
"560","WAN","WAN06",2015,"WAN062015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN062015_spring",12,31
"561","WAN","WAN07",2015,"WAN072015","spring",2015-04-22,2015-05-20,NA,NA,28,"WAN072015_spring",1,1
"562","WAN","WAN08",2015,"WAN082015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN082015_spring",9,29
"563","WAN","WAN09",2015,"WAN092015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN092015_spring",27,203
"564","WAN","WAN10",2015,"WAN102015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN102015_spring",21,41
"565","WAN","WAN11",2015,"WAN112015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN112015_spring",10,23
"566","WAN","WAN12",2015,"WAN122015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN122015_spring",13,48
"567","WAN","WAN13",2015,"WAN132015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN132015_spring",6,12
"568","WAN","WAN14",2015,"WAN142015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN142015_spring",9,16
"569","WAN","WAN15",2015,"WAN152015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN152015_spring",20,33
"570","WAN","WAN16",2015,"WAN162015","spring",2015-04-22,2015-06-02,NA,NA,41,"WAN162015_spring",15,17
"571","FBG","FBG01",2016,"FBG012016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG012016_spring",35,102
"572","FBG","FBG02",2016,"FBG022016","spring",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,"FBG022016_spring",21,41
"573","FBG","FBG03",2016,"FBG032016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG032016_spring",13,27
"574","FBG","FBG04",2016,"FBG042016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG042016_spring",20,124
"575","FBG","FBG05",2016,"FBG052016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG052016_spring",25,73
"576","FBG","FBG06",2016,"FBG062016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG062016_spring",24,127
"577","FBG","FBG07",2016,"FBG072016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG072016_spring",21,55
"578","FBG","FBG08",2016,"FBG082016","spring",2016-05-04,2016-06-01,NA,NA,28,"FBG082016_spring",5,6
"579","FBG","FBG09",2016,"FBG092016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG092016_spring",32,133
"580","FBG","FBG10",2016,"FBG102016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG102016_spring",26,116
"581","FBG","FBG11",2016,"FBG112016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG112016_spring",21,47
"582","FBG","FBG12",2016,"FBG122016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG122016_spring",26,43
"583","FBG","FBG13",2016,"FBG132016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG132016_spring",32,115
"584","FBG","FBG14",2016,"FBG142016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG142016_spring",22,63
"585","FBG","FBG15",2016,"FBG152016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG152016_spring",19,65
"586","FBG","FBG16",2016,"FBG162016","spring",2016-04-20,2016-06-01,NA,NA,42,"FBG162016_spring",14,37
"587","GFH","GFH01",2016,"GFH012016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH012016_spring",5,18
"588","GFH","GFH02",2016,"GFH022016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH022016_spring",21,59
"589","GFH","GFH03",2016,"GFH032016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH032016_spring",22,84
"590","GFH","GFH04",2016,"GFH042016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH042016_spring",26,109
"591","GFH","GFH05",2016,"GFH052016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH052016_spring",14,46
"592","GFH","GFH06",2016,"GFH062016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH062016_spring",8,10
"593","GFH","GFH07",2016,"GFH072016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH072016_spring",9,18
"594","GFH","GFH08",2016,"GFH082016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH082016_spring",10,12
"595","GFH","GFH09",2016,"GFH092016","spring",2016-04-19,2016-05-19,NA,NA,30,"GFH092016_spring",8,11
"596","GFH","GFH10",2016,"GFH102016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH102016_spring",17,47
"597","GFH","GFH11",2016,"GFH112016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH112016_spring",18,42
"598","GFH","GFH12",2016,"GFH122016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH122016_spring",13,44
"599","GFH","GFH13",2016,"GFH132016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH132016_spring",13,21
"600","GFH","GFH14",2016,"GFH142016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH142016_spring",20,51
"601","GFH","GFH15",2016,"GFH152016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH152016_spring",14,28
"602","GFH","GFH16",2016,"GFH162016","spring",2016-04-19,2016-05-31,NA,NA,42,"GFH162016_spring",26,103
"603","HAR","HAR01",2016,"HAR012016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR012016_spring",27,80
"604","HAR","HAR02",2016,"HAR022016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR022016_spring",15,63
"605","HAR","HAR03",2016,"HAR032016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR032016_spring",13,34
"606","HAR","HAR04",2016,"HAR042016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR042016_spring",11,38
"607","HAR","HAR05",2016,"HAR052016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR052016_spring",23,164
"608","HAR","HAR06",2016,"HAR062016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR062016_spring",21,66
"609","HAR","HAR07",2016,"HAR072016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR072016_spring",15,63
"610","HAR","HAR08",2016,"HAR082016","spring",2016-04-18,2016-05-30,2016-05-02,2016-05-17,27,"HAR082016_spring",4,11
"611","HAR","HAR09",2016,"HAR092016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR092016_spring",22,68
"612","HAR","HAR10",2016,"HAR102016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR102016_spring",21,84
"613","HAR","HAR11",2016,"HAR112016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR112016_spring",11,31
"614","HAR","HAR12",2016,"HAR122016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR122016_spring",18,63
"615","HAR","HAR13",2016,"HAR132016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR132016_spring",9,23
"616","HAR","HAR14",2016,"HAR142016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR142016_spring",13,43
"617","HAR","HAR15",2016,"HAR152016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR152016_spring",22,64
"618","HAR","HAR16",2016,"HAR162016","spring",2016-04-18,2016-05-30,NA,NA,42,"HAR162016_spring",25,115
"619","SIP","SIP01",2016,"SIP012016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP012016_spring",16,38
"620","SIP","SIP02",2016,"SIP022016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP022016_spring",14,36
"621","SIP","SIP03",2016,"SIP032016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP032016_spring",20,56
"622","SIP","SIP05",2016,"SIP052016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP052016_spring",24,77
"623","SIP","SIP06",2016,"SIP062016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP062016_spring",19,45
"624","SIP","SIP07",2016,"SIP072016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP072016_spring",15,82
"625","SIP","SIP08",2016,"SIP082016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP082016_spring",14,48
"626","SIP","SIP09",2016,"SIP092016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP092016_spring",19,88
"627","SIP","SIP10",2016,"SIP102016","spring",2016-04-19,2016-05-19,NA,NA,30,"SIP102016_spring",12,18
"628","SIP","SIP11",2016,"SIP112016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP112016_spring",15,53
"629","SIP","SIP12",2016,"SIP122016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP122016_spring",12,19
"630","SIP","SIP13",2016,"SIP132016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP132016_spring",14,21
"631","SIP","SIP14",2016,"SIP142016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP142016_spring",15,27
"632","SIP","SIP15",2016,"SIP152016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP152016_spring",21,71
"633","SIP","SIP16",2016,"SIP162016","spring",2016-04-19,2016-05-31,NA,NA,42,"SIP162016_spring",15,44
"634","SST","SST01",2016,"SST012016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST012016_spring",29,144
"635","SST","SST02",2016,"SST022016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST022016_spring",28,125
"636","SST","SST03",2016,"SST032016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST032016_spring",20,103
"637","SST","SST04",2016,"SST042016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST042016_spring",28,111
"638","SST","SST05",2016,"SST052016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST052016_spring",19,102
"639","SST","SST06",2016,"SST062016","spring",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,"SST062016_spring",7,23
"640","SST","SST07",2016,"SST072016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST072016_spring",19,46
"641","SST","SST08",2016,"SST082016","spring",2016-04-20,2016-05-18,NA,NA,28,"SST082016_spring",21,52
"642","SST","SST09",2016,"SST092016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST092016_spring",10,22
"643","SST","SST10",2016,"SST102016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST102016_spring",25,155
"644","SST","SST11",2016,"SST112016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST112016_spring",28,98
"645","SST","SST12",2016,"SST122016","spring",2016-04-20,2016-05-18,NA,NA,28,"SST122016_spring",9,40
"646","SST","SST13",2016,"SST132016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST132016_spring",16,45
"647","SST","SST14",2016,"SST142016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST142016_spring",27,325
"648","SST","SST15",2016,"SST152016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST152016_spring",17,75
"649","SST","SST16",2016,"SST162016","spring",2016-04-20,2016-06-01,NA,NA,42,"SST162016_spring",14,69
"650","WAN","WAN01",2016,"WAN012016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN012016_spring",28,149
"651","WAN","WAN02",2016,"WAN022016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN022016_spring",13,60
"652","WAN","WAN03",2016,"WAN032016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN032016_spring",19,107
"653","WAN","WAN04",2016,"WAN042016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN042016_spring",17,73
"654","WAN","WAN05",2016,"WAN052016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN052016_spring",17,123
"655","WAN","WAN06",2016,"WAN062016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN062016_spring",7,20
"656","WAN","WAN07",2016,"WAN072016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN072016_spring",4,8
"657","WAN","WAN08",2016,"WAN082016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN082016_spring",8,53
"658","WAN","WAN09",2016,"WAN092016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN092016_spring",24,92
"659","WAN","WAN10",2016,"WAN102016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN102016_spring",15,38
"660","WAN","WAN11",2016,"WAN112016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN112016_spring",4,25
"661","WAN","WAN12",2016,"WAN122016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN122016_spring",25,158
"662","WAN","WAN13",2016,"WAN132016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN132016_spring",4,41
"663","WAN","WAN14",2016,"WAN142016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN142016_spring",13,44
"664","WAN","WAN15",2016,"WAN152016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN152016_spring",23,43
"665","WAN","WAN16",2016,"WAN162016","spring",2016-04-18,2016-05-30,NA,NA,42,"WAN162016_spring",20,49
"666","FBG","FBG01",2017,"FBG012017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG012017_spring",40,173
"667","FBG","FBG02",2017,"FBG022017","spring",2017-05-17,2017-05-31,NA,NA,14,"FBG022017_spring",1,1
"668","FBG","FBG03",2017,"FBG032017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG032017_spring",23,52
"669","FBG","FBG04",2017,"FBG042017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG042017_spring",30,84
"670","FBG","FBG05",2017,"FBG052017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG052017_spring",31,84
"671","FBG","FBG06",2017,"FBG062017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG062017_spring",30,156
"674","FBG","FBG09",2017,"FBG092017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG092017_spring",38,168
"675","FBG","FBG10",2017,"FBG102017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG102017_spring",40,266
"676","FBG","FBG11",2017,"FBG112017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG112017_spring",33,141
"677","FBG","FBG12",2017,"FBG122017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG122017_spring",28,89
"678","FBG","FBG13",2017,"FBG132017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG132017_spring",59,741
"679","FBG","FBG14",2017,"FBG142017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG142017_spring",27,72
"680","FBG","FBG15",2017,"FBG152017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG152017_spring",26,133
"681","FBG","FBG16",2017,"FBG162017","spring",2017-04-20,2017-05-31,NA,NA,41,"FBG162017_spring",28,50
"682","GFH","GFH01",2017,"GFH012017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH012017_spring",14,30
"683","GFH","GFH02",2017,"GFH022017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH022017_spring",20,77
"685","GFH","GFH04",2017,"GFH042017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH042017_spring",25,72
"686","GFH","GFH05",2017,"GFH052017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH052017_spring",22,70
"687","GFH","GFH06",2017,"GFH062017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH062017_spring",10,11
"688","GFH","GFH07",2017,"GFH072017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH072017_spring",21,47
"689","GFH","GFH08",2017,"GFH082017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH082017_spring",11,18
"690","GFH","GFH09",2017,"GFH092017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH092017_spring",20,51
"691","GFH","GFH10",2017,"GFH102017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH102017_spring",12,21
"692","GFH","GFH11",2017,"GFH112017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH112017_spring",23,84
"694","GFH","GFH13",2017,"GFH132017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH132017_spring",14,23
"695","GFH","GFH14",2017,"GFH142017","spring",2017-04-19,2017-05-30,NA,NA,41,"GFH142017_spring",13,32
"698","HAR","HAR01",2017,"HAR012017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR012017_spring",36,189
"701","HAR","HAR04",2017,"HAR042017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR042017_spring",21,57
"702","HAR","HAR05",2017,"HAR052017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR052017_spring",50,422
"703","HAR","HAR06",2017,"HAR062017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR062017_spring",49,504
"704","HAR","HAR07",2017,"HAR072017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR072017_spring",21,113
"705","HAR","HAR08",2017,"HAR082017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR082017_spring",15,47
"707","HAR","HAR10",2017,"HAR102017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR102017_spring",38,224
"708","HAR","HAR11",2017,"HAR112017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR112017_spring",33,139
"709","HAR","HAR12",2017,"HAR122017","spring",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,"HAR122017_spring",17,48
"712","HAR","HAR15",2017,"HAR152017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR152017_spring",36,144
"713","HAR","HAR16",2017,"HAR162017","spring",2017-04-18,2017-05-29,NA,NA,41,"HAR162017_spring",37,158
"714","SIP","SIP01",2017,"SIP012017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP012017_spring",27,138
"715","SIP","SIP02",2017,"SIP022017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP022017_spring",19,65
"716","SIP","SIP03",2017,"SIP032017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP032017_spring",22,64
"717","SIP","SIP05",2017,"SIP052017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP052017_spring",16,29
"718","SIP","SIP06",2017,"SIP062017","spring",2017-05-30,2017-06-13,NA,NA,14,"SIP062017_spring",7,7
"719","SIP","SIP07",2017,"SIP072017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP072017_spring",16,94
"720","SIP","SIP08",2017,"SIP082017","spring",2017-04-19,2017-06-13,2017-05-03,2017-05-16,42,"SIP082017_spring",15,32
"721","SIP","SIP09",2017,"SIP092017","spring",2017-04-19,2017-06-13,NA,NA,55,"SIP092017_spring",20,37
"722","SIP","SIP10",2017,"SIP102017","spring",2017-05-30,2017-06-13,NA,NA,14,"SIP102017_spring",3,4
"723","SIP","SIP11",2017,"SIP112017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP112017_spring",21,47
"724","SIP","SIP12",2017,"SIP122017","spring",2017-04-19,2017-06-13,NA,NA,55,"SIP122017_spring",20,54
"725","SIP","SIP13",2017,"SIP132017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP132017_spring",11,28
"726","SIP","SIP14",2017,"SIP142017","spring",2017-04-19,2017-05-30,NA,NA,41,"SIP142017_spring",11,35
"727","SIP","SIP15",2017,"SIP152017","spring",2017-05-30,2017-06-13,NA,NA,14,"SIP152017_spring",6,7
"728","SIP","SIP16",2017,"SIP162017","spring",2017-05-30,2017-06-13,NA,NA,14,"SIP162017_spring",4,4
"729","SST","SST01",2017,"SST012017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST012017_spring",36,201
"731","SST","SST03",2017,"SST032017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST032017_spring",29,208
"732","SST","SST04",2017,"SST042017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST042017_spring",39,125
"733","SST","SST05",2017,"SST052017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST052017_spring",27,86
"735","SST","SST07",2017,"SST072017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST072017_spring",26,112
"736","SST","SST08",2017,"SST082017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST082017_spring",31,149
"737","SST","SST09",2017,"SST092017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST092017_spring",18,34
"739","SST","SST11",2017,"SST112017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST112017_spring",37,293
"740","SST","SST12",2017,"SST122017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST122017_spring",30,189
"741","SST","SST13",2017,"SST132017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST132017_spring",33,118
"742","SST","SST14",2017,"SST142017","spring",2017-04-20,2017-05-31,NA,NA,41,"SST142017_spring",23,145
"743","SST","SST15",2017,"SST152017","spring",2017-04-20,2017-05-04,NA,NA,14,"SST152017_spring",21,503
"744","SST","SST16",2017,"SST162017","spring",2017-05-04,2017-05-31,NA,NA,27,"SST162017_spring",33,156
"745","WAN","WAN01",2017,"WAN012017","spring",2017-05-15,2017-05-29,NA,NA,14,"WAN012017_spring",18,41
"747","WAN","WAN03",2017,"WAN032017","spring",2017-05-02,2017-05-29,NA,NA,27,"WAN032017_spring",18,45
"748","WAN","WAN04",2017,"WAN042017","spring",2017-05-02,2017-05-15,NA,NA,13,"WAN042017_spring",13,42
"751","WAN","WAN07",2017,"WAN072017","spring",2017-04-18,2017-05-29,NA,NA,41,"WAN072017_spring",16,34
"752","WAN","WAN08",2017,"WAN082017","spring",2017-04-18,2017-05-29,NA,NA,41,"WAN082017_spring",14,80
"753","WAN","WAN09",2017,"WAN092017","spring",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,"WAN092017_spring",23,206
"754","WAN","WAN10",2017,"WAN102017","spring",2017-05-15,2017-05-29,NA,NA,14,"WAN102017_spring",19,39
"755","WAN","WAN11",2017,"WAN112017","spring",2017-05-02,2017-05-29,NA,NA,27,"WAN112017_spring",10,25
"756","WAN","WAN12",2017,"WAN122017","spring",2017-05-02,2017-05-15,NA,NA,13,"WAN122017_spring",26,108
"757","WAN","WAN13",2017,"WAN132017","spring",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,"WAN132017_spring",11,47
"758","WAN","WAN14",2017,"WAN142017","spring",2017-04-18,2017-05-29,NA,NA,41,"WAN142017_spring",25,125
"759","WAN","WAN15",2017,"WAN152017","spring",2017-05-02,2017-05-29,NA,NA,27,"WAN152017_spring",18,24
"760","WAN","WAN16",2017,"WAN162017","spring",2017-04-18,2017-05-15,NA,NA,27,"WAN162017_spring",10,46
"761","FBG","FBG01",2018,"FBG012018","spring",2018-04-18,2018-05-30,NA,NA,42,"FBG012018_spring",42,268
"762","FBG","FBG02",2018,"FBG022018","spring",2018-04-18,2018-05-30,NA,NA,42,"FBG022018_spring",50,335
"763","FBG","FBG03",2018,"FBG032018","spring",2018-04-18,2018-05-30,NA,NA,42,"FBG032018_spring",27,176
"764","FBG","FBG04",2018,"FBG042018","spring",2018-04-18,2018-05-30,NA,NA,42,"FBG042018_spring",42,191
"765","FBG","FBG05",2018,"FBG052018","spring",2018-04-18,2018-05-30,NA,NA,42,"FBG052018_spring",38,152
