"location","site","year","season","abundance","richness","exposure_days"
"HAR","HAR14",2016,"spring",52,7,42
"HAR","HAR15",2016,"spring",82,8,42
"HAR","HAR16",2016,"spring",120,8,42
"SIP","SIP01",2016,"spring",39,7,42
"SIP","SIP02",2016,"spring",36,6,42
"SIP","SIP03",2016,"spring",56,6,42
"SIP","SIP05",2016,"spring",78,8,42
"SIP","SIP06",2016,"spring",46,7,42
"SIP","SIP07",2016,"spring",85,8,42
"SIP","SIP08",2016,"spring",48,7,42
"SIP","SIP09",2016,"spring",88,9,42
"SIP","SIP10",2016,"spring",18,3,30
"SIP","SIP11",2016,"spring",56,7,42
"SIP","SIP12",2016,"spring",20,3,42
"SIP","SIP13",2016,"spring",21,3,42
"SIP","SIP14",2016,"spring",29,5,42
"SIP","SIP15",2016,"spring",72,9,42
"SIP","SIP16",2016,"spring",44,7,42
"SST","SST01",2016,"spring",144,10,42
"SST","SST02",2016,"spring",125,8,42
"SST","SST03",2016,"spring",107,7,42
"SST","SST04",2016,"spring",114,7,42
"SST","SST05",2016,"spring",102,7,42
"SST","SST06",2016,"spring",23,4,28
"SST","SST07",2016,"spring",46,5,42
"SST","SST08",2016,"spring",52,5,28
"SST","SST09",2016,"spring",22,3,42
"SST","SST10",2016,"spring",156,8,42
"SST","SST11",2016,"spring",98,6,42
"SST","SST12",2016,"spring",40,4,28
"SST","SST13",2016,"spring",45,6,42
"SST","SST14",2016,"spring",325,9,42
"SST","SST15",2016,"spring",75,5,42
"SST","SST16",2016,"spring",69,5,42
"WAN","WAN01",2016,"spring",161,8,42
"WAN","WAN02",2016,"spring",70,7,42
"WAN","WAN03",2016,"spring",110,7,42
"WAN","WAN04",2016,"spring",78,8,42
"WAN","WAN05",2016,"spring",131,8,42
"WAN","WAN06",2016,"spring",22,5,42
"WAN","WAN07",2016,"spring",10,3,42
"WAN","WAN08",2016,"spring",54,2,42
"WAN","WAN09",2016,"spring",110,10,42
"WAN","WAN10",2016,"spring",42,5,42
"WAN","WAN11",2016,"spring",25,3,42
"WAN","WAN12",2016,"spring",162,8,42
"WAN","WAN13",2016,"spring",53,3,42
"WAN","WAN14",2016,"spring",49,5,42
"WAN","WAN15",2016,"spring",44,4,42
"WAN","WAN16",2016,"spring",50,7,42
"FBG","FBG01",2017,"spring",186,11,41
"FBG","FBG02",2017,"spring",1,1,14
"FBG","FBG03",2017,"spring",52,7,41
"FBG","FBG04",2017,"spring",86,8,41
"FBG","FBG05",2017,"spring",88,7,41
"FBG","FBG06",2017,"spring",182,13,41
"FBG","FBG09",2017,"spring",169,9,41
"FBG","FBG10",2017,"spring",267,11,41
"FBG","FBG11",2017,"spring",150,10,41
"FBG","FBG12",2017,"spring",99,10,41
"FBG","FBG13",2017,"spring",782,17,41
"FBG","FBG14",2017,"spring",75,7,41
"FBG","FBG15",2017,"spring",138,11,41
"FBG","FBG16",2017,"spring",53,5,41
"GFH","GFH01",2017,"spring",31,5,41
"GFH","GFH02",2017,"spring",78,6,41
"GFH","GFH04",2017,"spring",77,8,41
"GFH","GFH05",2017,"spring",88,8,41
"GFH","GFH06",2017,"spring",11,2,41
"GFH","GFH07",2017,"spring",56,6,41
"GFH","GFH08",2017,"spring",20,3,41
"GFH","GFH09",2017,"spring",52,5,41
"GFH","GFH10",2017,"spring",24,4,41
"GFH","GFH11",2017,"spring",93,9,41
"GFH","GFH13",2017,"spring",24,4,41
"GFH","GFH14",2017,"spring",36,5,41
"HAR","HAR01",2017,"spring",192,11,41
"HAR","HAR04",2017,"spring",57,5,41
"HAR","HAR05",2017,"spring",426,14,41
"HAR","HAR06",2017,"spring",513,15,41
"HAR","HAR07",2017,"spring",115,7,41
"HAR","HAR08",2017,"spring",47,5,41
"HAR","HAR10",2017,"spring",232,14,41
"HAR","HAR11",2017,"spring",139,12,41
"HAR","HAR12",2017,"spring",49,6,28
"HAR","HAR15",2017,"spring",177,10,41
"HAR","HAR16",2017,"spring",162,11,41
"SIP","SIP01",2017,"spring",140,13,41
"SIP","SIP02",2017,"spring",65,8,41
"SIP","SIP03",2017,"spring",64,7,41
"SIP","SIP05",2017,"spring",30,5,41
"SIP","SIP06",2017,"spring",7,2,14
"SIP","SIP07",2017,"spring",94,5,41
"SIP","SIP08",2017,"spring",32,4,42
"SIP","SIP09",2017,"spring",39,4,55
"SIP","SIP10",2017,"spring",4,2,14
"SIP","SIP11",2017,"spring",49,6,41
"SIP","SIP12",2017,"spring",56,5,55
"SIP","SIP13",2017,"spring",28,5,41
"SIP","SIP14",2017,"spring",35,5,41
"SIP","SIP15",2017,"spring",8,2,14
"SIP","SIP16",2017,"spring",5,1,14
"SST","SST01",2017,"spring",204,12,41
"SST","SST03",2017,"spring",212,9,41
"SST","SST04",2017,"spring",128,9,41
"SST","SST05",2017,"spring",86,9,41
"SST","SST07",2017,"spring",112,8,41
"SST","SST08",2017,"spring",151,8,41
"SST","SST09",2017,"spring",34,4,41
"SST","SST11",2017,"spring",293,12,41
"SST","SST12",2017,"spring",192,8,41
"SST","SST13",2017,"spring",118,8,41
"SST","SST14",2017,"spring",148,7,41
"SST","SST15",2017,"spring",503,8,14
"SST","SST16",2017,"spring",158,11,27
"WAN","WAN01",2017,"spring",41,6,14
"WAN","WAN03",2017,"spring",47,6,27
"WAN","WAN04",2017,"spring",45,5,13
"WAN","WAN07",2017,"spring",34,3,41
"WAN","WAN08",2017,"spring",82,5,41
"WAN","WAN09",2017,"spring",206,12,28
"WAN","WAN10",2017,"spring",44,7,14
"WAN","WAN11",2017,"spring",25,4,27
"WAN","WAN12",2017,"spring",108,8,13
"WAN","WAN13",2017,"spring",59,5,28
"WAN","WAN14",2017,"spring",131,8,41
"WAN","WAN15",2017,"spring",24,2,27
"WAN","WAN16",2017,"spring",46,8,27
"FBG","FBG01",2018,"spring",271,14,42
"FBG","FBG02",2018,"spring",358,13,42
"FBG","FBG03",2018,"spring",183,8,42
"FBG","FBG04",2018,"spring",215,10,42
"FBG","FBG05",2018,"spring",162,10,42
"FBG","FBG06",2018,"spring",252,14,42
"FBG","FBG07",2018,"spring",220,12,42
"FBG","FBG08",2018,"spring",118,7,42
"FBG","FBG09",2018,"spring",195,11,42
"FBG","FBG10",2018,"spring",248,14,42
"FBG","FBG11",2018,"spring",214,11,42
"FBG","FBG12",2018,"spring",184,11,42
"FBG","FBG13",2018,"spring",254,14,42
"FBG","FBG14",2018,"spring",245,13,42
"FBG","FBG15",2018,"spring",221,10,42
"FBG","FBG16",2018,"spring",159,9,42
"GFH","GFH01",2018,"spring",43,5,42
"GFH","GFH02",2018,"spring",108,8,42
"GFH","GFH04",2018,"spring",117,9,42
"GFH","GFH05",2018,"spring",116,8,42
"GFH","GFH06",2018,"spring",135,6,42
"GFH","GFH07",2018,"spring",28,5,42
"GFH","GFH08",2018,"spring",34,5,42
"GFH","GFH09",2018,"spring",63,6,42
"GFH","GFH10",2018,"spring",35,3,42
"GFH","GFH11",2018,"spring",123,9,42
"GFH","GFH12",2018,"spring",80,7,42
"GFH","GFH13",2018,"spring",45,4,42
"GFH","GFH14",2018,"spring",75,7,28
"GFH","GFH15",2018,"spring",64,6,42
"GFH","GFH16",2018,"spring",272,10,42
"HAR","HAR01",2018,"spring",51,7,42
"HAR","HAR02",2018,"spring",197,12,42
"HAR","HAR03",2018,"spring",114,8,42
"HAR","HAR04",2018,"spring",58,6,42
"HAR","HAR05",2018,"spring",134,8,42
"HAR","HAR06",2018,"spring",125,9,42
"HAR","HAR07",2018,"spring",38,5,42
"HAR","HAR08",2018,"spring",119,7,42
"HAR","HAR09",2018,"spring",109,8,42
"HAR","HAR10",2018,"spring",127,9,42
"HAR","HAR11",2018,"spring",85,8,42
"HAR","HAR12",2018,"spring",78,6,42
"HAR","HAR13",2018,"spring",83,8,42
"HAR","HAR14",2018,"spring",61,8,42
"HAR","HAR15",2018,"spring",240,11,42
"HAR","HAR16",2018,"spring",289,10,42
"SIP","SIP01",2018,"spring",165,12,42
"SIP","SIP02",2018,"spring",50,6,42
"SIP","SIP03",2018,"spring",65,7,42
"SIP","SIP05",2018,"spring",91,8,42
"SIP","SIP06",2018,"spring",120,10,42
"SIP","SIP07",2018,"spring",28,5,42
"SIP","SIP08",2018,"spring",81,8,42
"SIP","SIP09",2018,"spring",102,10,42
"SIP","SIP10",2018,"spring",65,8,42
"SIP","SIP11",2018,"spring",61,7,42
"SIP","SIP12",2018,"spring",32,5,42
"SIP","SIP13",2018,"spring",36,5,42
"SIP","SIP14",2018,"spring",145,9,42
"SIP","SIP15",2018,"spring",71,6,42
"SIP","SIP16",2018,"spring",100,9,42
"SST","SST01",2018,"spring",286,12,42
"SST","SST02",2018,"spring",203,9,42
"SST","SST03",2018,"spring",358,16,42
"SST","SST04",2018,"spring",191,8,42
"SST","SST05",2018,"spring",211,9,42
"SST","SST06",2018,"spring",792,12,28
"SST","SST07",2018,"spring",119,8,42
"SST","SST08",2018,"spring",231,8,42
"SST","SST09",2018,"spring",231,11,42
"SST","SST10",2018,"spring",2909,18,42
"SST","SST11",2018,"spring",378,12,42
"SST","SST12",2018,"spring",1407,14,42
"SST","SST13",2018,"spring",279,13,42
"SST","SST14",2018,"spring",668,9,42
"SST","SST15",2018,"spring",4247,14,42
"SST","SST16",2018,"spring",963,12,42
"WAN","WAN01",2018,"spring",523,15,42
"WAN","WAN02",2018,"spring",119,9,28
"WAN","WAN03",2018,"spring",207,8,28
"WAN","WAN04",2018,"spring",271,10,42
"WAN","WAN05",2018,"spring",300,10,28
"WAN","WAN06",2018,"spring",136,10,42
"WAN","WAN07",2018,"spring",110,5,28
"WAN","WAN08",2018,"spring",177,9,42
"WAN","WAN09",2018,"spring",856,21,42
"WAN","WAN10",2018,"spring",65,7,28
"WAN","WAN11",2018,"spring",52,6,42
"WAN","WAN12",2018,"spring",434,14,42
"WAN","WAN13",2018,"spring",21,3,14
"WAN","WAN14",2018,"spring",45,5,28
"WAN","WAN15",2018,"spring",130,8,42
"WAN","WAN16",2018,"spring",63,7,42
"FBG","FBG01",2019,"spring",515,17,42
"FBG","FBG02",2019,"spring",229,12,28
"FBG","FBG03",2019,"spring",160,7,42
"FBG","FBG04",2019,"spring",248,15,42
"FBG","FBG05",2019,"spring",153,9,28
"FBG","FBG06",2019,"spring",483,13,42
"FBG","FBG07",2019,"spring",334,15,42
"FBG","FBG08",2019,"spring",146,10,42
"FBG","FBG09",2019,"spring",581,17,42
"FBG","FBG10",2019,"spring",206,12,42
"FBG","FBG11",2019,"spring",278,12,42
"FBG","FBG12",2019,"spring",226,11,42
"FBG","FBG13",2019,"spring",1912,24,42
"FBG","FBG14",2019,"spring",467,16,42
"FBG","FBG15",2019,"spring",503,16,42
"FBG","FBG16",2019,"spring",122,10,42
"GFH","GFH01",2019,"spring",36,4,43
"GFH","GFH02",2019,"spring",163,10,28
"GFH","GFH03",2019,"spring",333,13,43
"GFH","GFH04",2019,"spring",119,8,43
"GFH","GFH05",2019,"spring",178,11,43
"GFH","GFH06",2019,"spring",98,7,28
"GFH","GFH07",2019,"spring",127,10,43
"GFH","GFH08",2019,"spring",103,7,43
"GFH","GFH09",2019,"spring",38,6,43
"GFH","GFH10",2019,"spring",91,7,43
"GFH","GFH11",2019,"spring",89,8,43
"GFH","GFH12",2019,"spring",120,8,43
"GFH","GFH13",2019,"spring",54,7,43
"GFH","GFH14",2019,"spring",91,8,43
"GFH","GFH15",2019,"spring",146,11,43
"GFH","GFH16",2019,"spring",277,13,43
"HAR","HAR01",2019,"spring",125,10,42
"HAR","HAR02",2019,"spring",165,12,42
"HAR","HAR03",2019,"spring",221,9,28
"HAR","HAR04",2019,"spring",131,9,42
"HAR","HAR05",2019,"spring",301,16,42
"HAR","HAR06",2019,"spring",203,13,42
"HAR","HAR07",2019,"spring",180,8,42
"HAR","HAR08",2019,"spring",157,8,42
"HAR","HAR09",2019,"spring",314,13,42
"HAR","HAR10",2019,"spring",178,11,42
"HAR","HAR11",2019,"spring",93,8,42
"HAR","HAR12",2019,"spring",110,7,42
"HAR","HAR13",2019,"spring",106,8,42
"HAR","HAR14",2019,"spring",242,12,42
"HAR","HAR15",2019,"spring",293,11,42
"HAR","HAR16",2019,"spring",153,9,42
"SIP","SIP01",2019,"spring",91,7,43
"SIP","SIP02",2019,"spring",75,7,43
"SIP","SIP03",2019,"spring",199,9,43
"SIP","SIP05",2019,"spring",65,8,43
"SIP","SIP06",2019,"spring",182,11,43
"SIP","SIP07",2019,"spring",40,5,43
"SIP","SIP08",2019,"spring",63,7,43
"SIP","SIP09",2019,"spring",100,6,43
"SIP","SIP10",2019,"spring",75,7,43
"SIP","SIP11",2019,"spring",88,6,43
"SIP","SIP12",2019,"spring",43,6,43
"SIP","SIP13",2019,"spring",55,6,43
"SIP","SIP14",2019,"spring",208,9,43
"SIP","SIP15",2019,"spring",145,10,43
"SIP","SIP16",2019,"spring",81,8,43
"SST","SST01",2019,"spring",296,14,42
"SST","SST02",2019,"spring",520,12,42
"SST","SST03",2019,"spring",588,14,42
"SST","SST04",2019,"spring",1073,17,42
"SST","SST05",2019,"spring",470,15,42
"SST","SST06",2019,"spring",41,5,14
"SST","SST07",2019,"spring",163,8,42
"SST","SST08",2019,"spring",764,14,42
"SST","SST09",2019,"spring",384,14,42
"SST","SST10",2019,"spring",1527,13,42
"SST","SST11",2019,"spring",3092,11,42
"SST","SST12",2019,"spring",660,12,42
"SST","SST13",2019,"spring",522,15,42
"SST","SST14",2019,"spring",1599,15,42
"SST","SST15",2019,"spring",1703,12,42
"SST","SST16",2019,"spring",3129,19,42
"WAN","WAN01",2019,"spring",358,15,42
"WAN","WAN02",2019,"spring",229,10,42
"WAN","WAN03",2019,"spring",145,7,42
"WAN","WAN04",2019,"spring",327,13,42
"WAN","WAN05",2019,"spring",204,11,42
"WAN","WAN06",2019,"spring",192,11,42
"WAN","WAN07",2019,"spring",36,4,42
"WAN","WAN08",2019,"spring",130,6,42
"WAN","WAN09",2019,"spring",813,23,42
"WAN","WAN10",2019,"spring",177,12,42
"WAN","WAN11",2019,"spring",62,5,28
"WAN","WAN12",2019,"spring",437,15,42
"WAN","WAN13",2019,"spring",284,10,42
"WAN","WAN14",2019,"spring",71,5,42
"WAN","WAN15",2019,"spring",73,5,42
"WAN","WAN16",2019,"spring",72,7,42
"FBG","FBG01",2020,"spring",260,10,42
"FBG","FBG02",2020,"spring",86,7,42
"FBG","FBG03",2020,"spring",14,3,14
"FBG","FBG04",2020,"spring",96,8,42
"FBG","FBG05",2020,"spring",86,8,28
"FBG","FBG06",2020,"spring",16,3,28
"FBG","FBG07",2020,"spring",27,4,42
"FBG","FBG08",2020,"spring",62,6,42
"FBG","FBG09",2020,"spring",699,14,42
"FBG","FBG10",2020,"spring",85,8,28
"FBG","FBG11",2020,"spring",100,10,42
"FBG","FBG12",2020,"spring",69,4,42
"FBG","FBG13",2020,"spring",118,9,42
"FBG","FBG14",2020,"spring",103,8,42
"FBG","FBG15",2020,"spring",40,4,42
"FBG","FBG16",2020,"spring",71,7,42
"GFH","GFH01",2020,"spring",40,5,43
"GFH","GFH02",2020,"spring",110,8,43
"GFH","GFH03",2020,"spring",168,11,43
"GFH","GFH04",2020,"spring",117,9,43
"GFH","GFH05",2020,"spring",135,9,43
"GFH","GFH06",2020,"spring",31,5,43
"GFH","GFH07",2020,"spring",39,4,28
"GFH","GFH08",2020,"spring",39,5,43
"GFH","GFH09",2020,"spring",22,3,43
"GFH","GFH10",2020,"spring",66,8,43
"GFH","GFH11",2020,"spring",121,7,43
"GFH","GFH12",2020,"spring",73,9,43
"GFH","GFH13",2020,"spring",63,7,43
"GFH","GFH14",2020,"spring",110,6,43
"GFH","GFH15",2020,"spring",80,7,43
"GFH","GFH16",2020,"spring",148,7,43
"HAR","HAR01",2020,"spring",50,6,42
"HAR","HAR02",2020,"spring",124,10,42
"HAR","HAR03",2020,"spring",90,6,42
"HAR","HAR04",2020,"spring",68,4,42
"HAR","HAR05",2020,"spring",84,7,42
"HAR","HAR06",2020,"spring",55,6,42
"HAR","HAR07",2020,"spring",45,6,42
"HAR","HAR08",2020,"spring",52,6,42
"HAR","HAR09",2020,"spring",56,7,42
"HAR","HAR10",2020,"spring",63,6,42
"HAR","HAR11",2020,"spring",27,4,28
"HAR","HAR12",2020,"spring",33,7,42
"HAR","HAR13",2020,"spring",28,4,42
"HAR","HAR14",2020,"spring",24,4,42
"HAR","HAR15",2020,"spring",170,8,42
"HAR","HAR16",2020,"spring",78,6,42
"SIP","SIP01",2020,"spring",59,5,29
"SIP","SIP02",2020,"spring",26,3,29
"SIP","SIP03",2020,"spring",19,3,15
"SIP","SIP05",2020,"spring",28,5,29
"SIP","SIP06",2020,"spring",30,5,15
"SIP","SIP07",2020,"spring",53,5,15
"SIP","SIP08",2020,"spring",37,4,29
"SIP","SIP09",2020,"spring",42,5,29
"SIP","SIP10",2020,"spring",38,5,29
"SIP","SIP12",2020,"spring",28,5,29
"SIP","SIP13",2020,"spring",30,5,29
"SIP","SIP14",2020,"spring",36,5,29
"SIP","SIP15",2020,"spring",47,5,29
"SIP","SIP16",2020,"spring",26,4,29
"SST","SST01",2020,"spring",193,13,42
"SST","SST02",2020,"spring",181,9,42
"SST","SST03",2020,"spring",347,11,42
"SST","SST04",2020,"spring",207,10,42
"SST","SST05",2020,"spring",82,8,42
"SST","SST06",2020,"spring",192,10,42
"SST","SST07",2020,"spring",72,6,42
"SST","SST08",2020,"spring",608,12,42
"SST","SST09",2020,"spring",100,8,42
"SST","SST10",2020,"spring",104,8,28
"SST","SST11",2020,"spring",95,6,42
"SST","SST12",2020,"spring",228,10,42
"SST","SST13",2020,"spring",220,13,42
"SST","SST14",2020,"spring",143,10,42
"SST","SST15",2020,"spring",119,10,42
"SST","SST16",2020,"spring",54,5,42
"WAN","WAN01",2020,"spring",45,5,28
"WAN","WAN02",2020,"spring",39,5,28
"WAN","WAN03",2020,"spring",20,4,28
"WAN","WAN04",2020,"spring",20,2,14
"WAN","WAN05",2020,"spring",84,7,28
"WAN","WAN06",2020,"spring",38,4,14
"WAN","WAN07",2020,"spring",10,2,28
"WAN","WAN08",2020,"spring",43,6,28
"WAN","WAN09",2020,"spring",173,10,28
"WAN","WAN10",2020,"spring",21,4,14
"WAN","WAN11",2020,"spring",13,2,28
"WAN","WAN12",2020,"spring",92,7,14
"WAN","WAN13",2020,"spring",7,2,14
"WAN","WAN14",2020,"spring",24,3,28
"WAN","WAN15",2020,"spring",22,3,14
"WAN","WAN16",2020,"spring",40,5,14
"FBG","FBG01",2021,"spring",314,12,56
"FBG","FBG02",2021,"spring",173,9,42
"FBG","FBG02*",2021,"spring",28,5,14
"FBG","FBG03",2021,"spring",107,10,56
"FBG","FBG04",2021,"spring",104,9,42
"FBG","FBG05",2021,"spring",158,9,42
"FBG","FBG06",2021,"spring",186,14,56
"FBG","FBG07",2021,"spring",486,17,56
"FBG","FBG08",2021,"spring",20,4,42
"FBG","FBG09",2021,"spring",255,11,56
"FBG","FBG10",2021,"spring",227,14,56
"FBG","FBG11",2021,"spring",161,10,56
"FBG","FBG12",2021,"spring",190,12,56
"FBG","FBG13",2021,"spring",469,15,56
"FBG","FBG14",2021,"spring",251,13,56
"FBG","FBG15",2021,"spring",65,7,42
"FBG","FBG16",2021,"spring",177,10,56
"GFH","GFH01",2021,"spring",102,6,56
"GFH","GFH02",2021,"spring",309,10,56
"GFH","GFH03",2021,"spring",264,13,56
"GFH","GFH04",2021,"spring",129,9,56
"GFH","GFH05",2021,"spring",171,8,42
"GFH","GFH06",2021,"spring",64,8,56
"GFH","GFH07",2021,"spring",68,7,56
"GFH","GFH08",2021,"spring",80,7,56
"GFH","GFH09",2021,"spring",46,6,56
"GFH","GFH10",2021,"spring",192,12,56
"GFH","GFH11",2021,"spring",88,7,56
"GFH","GFH12",2021,"spring",110,8,56
"GFH","GFH13",2021,"spring",62,6,56
"GFH","GFH14",2021,"spring",162,9,56
"GFH","GFH15",2021,"spring",188,9,56
"GFH","GFH16",2021,"spring",254,14,56
"HAR","HAR01",2021,"spring",441,17,56
"HAR","HAR02",2021,"spring",178,12,56
"HAR","HAR03",2021,"spring",265,8,56
"HAR","HAR04",2021,"spring",110,7,56
"HAR","HAR05",2021,"spring",203,13,56
"HAR","HAR06",2021,"spring",155,8,56
"HAR","HAR07",2021,"spring",96,10,56
"HAR","HAR08",2021,"spring",84,9,56
"HAR","HAR09",2021,"spring",165,13,42
"HAR","HAR10",2021,"spring",90,7,56
"HAR","HAR11",2021,"spring",141,9,56
"HAR","HAR12",2021,"spring",98,8,56
"HAR","HAR13",2021,"spring",114,7,42
"HAR","HAR14",2021,"spring",84,8,56
"HAR","HAR15",2021,"spring",195,12,56
"HAR","HAR16",2021,"spring",118,10,56
"SIP","SIP01",2021,"spring",147,9,56
"SIP","SIP02",2021,"spring",69,7,42
"SIP","SIP03",2021,"spring",103,10,56
"SIP","SIP05",2021,"spring",170,9,56
"SIP","SIP06",2021,"spring",182,10,56
"SIP","SIP07",2021,"spring",152,11,56
"SIP","SIP08",2021,"spring",60,8,56
"SIP","SIP09",2021,"spring",74,8,56
"SIP","SIP10",2021,"spring",53,6,56
"SIP","SIP11",2021,"spring",91,8,56
"SIP","SIP12",2021,"spring",109,7,56
"SIP","SIP13",2021,"spring",75,9,56
"SIP","SIP14",2021,"spring",66,9,56
"SIP","SIP15",2021,"spring",192,11,42
"SIP","SIP16",2021,"spring",98,8,56
"SST","SST01",2021,"spring",197,14,56
"SST","SST02",2021,"spring",276,13,56
"SST","SST03",2021,"spring",464,14,56
"SST","SST04",2021,"spring",610,12,42
"SST","SST05",2021,"spring",287,11,56
"SST","SST06",2021,"spring",307,14,42
"SST","SST07",2021,"spring",133,9,56
"SST","SST08",2021,"spring",189,11,56
"SST","SST09",2021,"spring",300,15,56
"SST","SST10",2021,"spring",157,8,56
"SST","SST11",2021,"spring",434,9,56
"SST","SST12",2021,"spring",110,7,42
"SST","SST13",2021,"spring",235,13,56
"SST","SST14",2021,"spring",73,7,56
"SST","SST15",2021,"spring",121,11,56
"SST","SST16",2021,"spring",170,11,56
"WAN","WAN01",2021,"spring",124,8,56
"WAN","WAN02",2021,"spring",121,10,56
"WAN","WAN03",2021,"spring",110,6,56
"WAN","WAN04",2021,"spring",124,9,56
"WAN","WAN05",2021,"spring",99,9,56
"WAN","WAN06",2021,"spring",220,12,56
"WAN","WAN07",2021,"spring",47,5,56
"WAN","WAN08",2021,"spring",117,9,42
"WAN","WAN09",2021,"spring",77,6,56
"WAN","WAN10",2021,"spring",190,12,42
"WAN","WAN11",2021,"spring",27,5,56
"WAN","WAN12",2021,"spring",236,8,28
"WAN","WAN13",2021,"spring",40,6,42
"WAN","WAN14",2021,"spring",72,9,56
"WAN","WAN15",2021,"spring",96,8,56
"WAN","WAN16",2021,"spring",62,8,56
"FBG","FBG01",2010,"summer",117,10,42
"FBG","FBG02",2010,"summer",39,4,42
"FBG","FBG03",2010,"summer",10,2,42
"FBG","FBG04",2010,"summer",19,3,42
"FBG","FBG05",2010,"summer",41,6,42
"FBG","FBG06",2010,"summer",56,7,42
"FBG","FBG07",2010,"summer",139,9,42
"FBG","FBG08",2010,"summer",83,8,42
"FBG","FBG09",2010,"summer",58,6,42
"FBG","FBG10",2010,"summer",60,8,42
"FBG","FBG11",2010,"summer",33,5,42
"FBG","FBG12",2010,"summer",1,1,14
"FBG","FBG13",2010,"summer",37,5,42
"FBG","FBG14",2010,"summer",9,2,42
"FBG","FBG15",2010,"summer",39,6,42
"FBG","FBG16",2010,"summer",34,3,42
"GFH","GFH01",2010,"summer",9,2,42
"GFH","GFH02",2010,"summer",17,3,42
"GFH","GFH03",2010,"summer",21,4,42
"GFH","GFH04",2010,"summer",48,6,42
"GFH","GFH05",2010,"summer",19,4,42
"GFH","GFH06",2010,"summer",13,4,42
"GFH","GFH07",2010,"summer",4,1,42
"GFH","GFH08",2010,"summer",8,2,42
"GFH","GFH09",2010,"summer",18,3,42
"GFH","GFH10",2010,"summer",20,4,42
"GFH","GFH11",2010,"summer",21,4,42
"GFH","GFH12",2010,"summer",14,4,42
"GFH","GFH13",2010,"summer",26,3,42
"GFH","GFH14",2010,"summer",69,6,42
"GFH","GFH15",2010,"summer",38,4,42
"GFH","GFH16",2010,"summer",58,8,42
"HAR","HAR01",2010,"summer",10,2,42
"HAR","HAR02",2010,"summer",16,2,42
"HAR","HAR03",2010,"summer",19,4,42
"HAR","HAR04",2010,"summer",8,3,42
"HAR","HAR05",2010,"summer",35,6,42
"HAR","HAR06",2010,"summer",13,3,42
"HAR","HAR07",2010,"summer",44,2,42
"HAR","HAR08",2010,"summer",15,3,28
"HAR","HAR09",2010,"summer",44,5,42
"HAR","HAR10",2010,"summer",33,4,42
"HAR","HAR11",2010,"summer",54,2,42
"HAR","HAR12",2010,"summer",25,2,28
"HAR","HAR13",2010,"summer",42,5,42
"HAR","HAR14",2010,"summer",43,5,42
"HAR","HAR15",2010,"summer",50,3,42
"HAR","HAR16",2010,"summer",26,4,42
"SIP","SIP01",2010,"summer",8,2,28
"SIP","SIP02",2010,"summer",26,4,42
"SIP","SIP03",2010,"summer",17,4,42
"SIP","SIP05",2010,"summer",7,3,42
"SIP","SIP06",2010,"summer",16,4,42
"SIP","SIP07",2010,"summer",24,3,42
"SIP","SIP08",2010,"summer",27,5,42
"SIP","SIP09",2010,"summer",40,6,42
"SIP","SIP10",2010,"summer",23,4,42
"SIP","SIP11",2010,"summer",6,2,42
"SIP","SIP12",2010,"summer",20,5,42
"SIP","SIP13",2010,"summer",13,3,42
"SIP","SIP14",2010,"summer",48,6,42
"SIP","SIP15",2010,"summer",17,3,42
"SIP","SIP16",2010,"summer",23,4,28
"SST","SST01",2010,"summer",14,3,42
"SST","SST02",2010,"summer",22,4,42
"SST","SST03",2010,"summer",15,3,42
"SST","SST04",2010,"summer",12,2,42
"SST","SST05",2010,"summer",22,3,42
"SST","SST06",2010,"summer",16,3,42
"SST","SST07",2010,"summer",4,1,28
"SST","SST08",2010,"summer",9,2,42
"SST","SST09",2010,"summer",15,4,42
"SST","SST10",2010,"summer",11,3,42
"SST","SST11",2010,"summer",13,3,42
"SST","SST12",2010,"summer",28,5,42
"SST","SST13",2010,"summer",28,4,42
"SST","SST14",2010,"summer",13,2,42
"SST","SST15",2010,"summer",17,4,42
"SST","SST16",2010,"summer",8,2,42
"WAN","WAN01",2010,"summer",27,5,28
"WAN","WAN02",2010,"summer",4,2,28
"WAN","WAN03",2010,"summer",7,2,28
"WAN","WAN04",2010,"summer",7,2,28
"WAN","WAN05",2010,"summer",6,2,14
"WAN","WAN06",2010,"summer",10,1,42
"WAN","WAN07",2010,"summer",9,3,42
"WAN","WAN08",2010,"summer",2,1,28
"WAN","WAN09",2010,"summer",14,3,28
"WAN","WAN10",2010,"summer",41,5,42
"WAN","WAN11",2010,"summer",8,2,42
"WAN","WAN12",2010,"summer",18,3,42
"WAN","WAN13",2010,"summer",2,1,28
"WAN","WAN14",2010,"summer",8,2,42
"WAN","WAN15",2010,"summer",25,4,42
"WAN","WAN16",2010,"summer",16,3,28
"FBG","FBG01",2011,"summer",135,8,42
"FBG","FBG02",2011,"summer",42,4,42
"FBG","FBG03",2011,"summer",16,3,28
"FBG","FBG04",2011,"summer",45,5,42
"FBG","FBG05",2011,"summer",110,8,42
"FBG","FBG06",2011,"summer",103,7,42
"FBG","FBG07",2011,"summer",50,5,28
"FBG","FBG08",2011,"summer",103,9,42
"FBG","FBG09",2011,"summer",35,5,42
"FBG","FBG10",2011,"summer",43,6,14
"FBG","FBG11",2011,"summer",29,4,28
"FBG","FBG12",2011,"summer",18,4,42
"FBG","FBG13",2011,"summer",81,7,42
"FBG","FBG14",2011,"summer",196,9,42
