"","landscape","site","year","StartDate","EndDate","exposure","uniqueID","season","sample_ID","honey.bee.abund","mean.sampling.date"
"652","WAN","WAN12",2012,2012-05-15,2012-05-30,15,"WAN122012","spring","WAN122012_2012-05-15",1,143.5
"653","WAN","WAN13",2012,2012-05-15,2012-05-30,15,"WAN132012","spring","WAN132012_2012-05-15",48,143.5
"654","WAN","WAN14",2012,2012-05-15,2012-05-30,15,"WAN142012","spring","WAN142012_2012-05-15",29,143.5
"655","WAN","WAN15",2012,2012-05-15,2012-05-30,15,"WAN152012","spring","WAN152012_2012-05-15",0,143.5
"656","WAN","WAN16",2012,2012-05-15,2012-05-30,15,"WAN162012","spring","WAN162012_2012-05-15",5,143.5
"657","GFH","GFH01",2012,2012-05-16,2012-05-31,15,"GFH012012","spring","GFH012012_2012-05-16",0,144.5
"658","GFH","GFH02",2012,2012-05-16,2012-05-31,15,"GFH022012","spring","GFH022012_2012-05-16",0,144.5
"659","GFH","GFH03",2012,2012-05-16,2012-05-31,15,"GFH032012","spring","GFH032012_2012-05-16",0,144.5
"660","GFH","GFH04",2012,2012-05-16,2012-05-31,15,"GFH042012","spring","GFH042012_2012-05-16",0,144.5
"661","GFH","GFH05",2012,2012-05-16,2012-05-31,15,"GFH052012","spring","GFH052012_2012-05-16",0,144.5
"662","GFH","GFH06",2012,2012-05-16,2012-05-31,15,"GFH062012","spring","GFH062012_2012-05-16",0,144.5
"663","GFH","GFH07",2012,2012-05-16,2012-05-31,15,"GFH072012","spring","GFH072012_2012-05-16",2,144.5
"664","GFH","GFH08",2012,2012-05-16,2012-05-31,15,"GFH082012","spring","GFH082012_2012-05-16",0,144.5
"665","GFH","GFH09",2012,2012-05-16,2012-05-31,15,"GFH092012","spring","GFH092012_2012-05-16",0,144.5
"666","GFH","GFH10",2012,2012-05-16,2012-05-31,15,"GFH102012","spring","GFH102012_2012-05-16",0,144.5
"667","GFH","GFH11",2012,2012-05-16,2012-05-31,15,"GFH112012","spring","GFH112012_2012-05-16",2,144.5
"668","GFH","GFH12",2012,2012-05-16,2012-05-31,15,"GFH122012","spring","GFH122012_2012-05-16",0,144.5
"669","GFH","GFH13",2012,2012-05-16,2012-05-31,15,"GFH132012","spring","GFH132012_2012-05-16",0,144.5
"670","GFH","GFH14",2012,2012-05-16,2012-05-31,15,"GFH142012","spring","GFH142012_2012-05-16",1,144.5
"671","GFH","GFH15",2012,2012-05-16,2012-05-31,15,"GFH152012","spring","GFH152012_2012-05-16",1,144.5
"672","GFH","GFH16",2012,2012-05-16,2012-05-31,15,"GFH162012","spring","GFH162012_2012-05-16",0,144.5
"673","SIP","SIP01",2012,2012-05-16,2012-05-31,15,"SIP012012","spring","SIP012012_2012-05-16",0,144.5
"674","SIP","SIP02",2012,2012-05-16,2012-05-31,15,"SIP022012","spring","SIP022012_2012-05-16",0,144.5
"675","SIP","SIP03",2012,2012-05-16,2012-05-31,15,"SIP032012","spring","SIP032012_2012-05-16",1,144.5
"676","SIP","SIP05",2012,2012-05-16,2012-05-31,15,"SIP052012","spring","SIP052012_2012-05-16",0,144.5
"677","SIP","SIP06",2012,2012-05-16,2012-05-31,15,"SIP062012","spring","SIP062012_2012-05-16",1,144.5
"678","SIP","SIP07",2012,2012-05-16,2012-05-31,15,"SIP072012","spring","SIP072012_2012-05-16",7,144.5
"679","SIP","SIP08",2012,2012-05-16,2012-05-31,15,"SIP082012","spring","SIP082012_2012-05-16",2,144.5
"680","SIP","SIP09",2012,2012-05-16,2012-05-31,15,"SIP092012","spring","SIP092012_2012-05-16",0,144.5
"681","SIP","SIP10",2012,2012-05-16,2012-05-31,15,"SIP102012","spring","SIP102012_2012-05-16",2,144.5
"682","SIP","SIP11",2012,2012-05-16,2012-05-31,15,"SIP112012","spring","SIP112012_2012-05-16",8,144.5
"683","SIP","SIP12",2012,2012-05-16,2012-05-31,15,"SIP122012","spring","SIP122012_2012-05-16",3,144.5
"684","SIP","SIP13",2012,2012-05-16,2012-05-31,15,"SIP132012","spring","SIP132012_2012-05-16",0,144.5
"685","SIP","SIP14",2012,2012-05-16,2012-05-31,15,"SIP142012","spring","SIP142012_2012-05-16",0,144.5
"686","SIP","SIP15",2012,2012-05-16,2012-05-31,15,"SIP152012","spring","SIP152012_2012-05-16",0,144.5
"687","SIP","SIP16",2012,2012-05-16,2012-05-31,15,"SIP162012","spring","SIP162012_2012-05-16",0,144.5
"688","FBG","FBG01",2012,2012-05-29,2012-06-12,14,"FBG012012","spring","FBG012012_2012-05-29",1,157
"689","FBG","FBG02",2012,2012-05-29,2012-06-12,14,"FBG022012","spring","FBG022012_2012-05-29",4,157
"690","FBG","FBG03",2012,2012-05-29,2012-06-12,14,"FBG032012","spring","FBG032012_2012-05-29",5,157
"691","FBG","FBG04",2012,2012-05-29,2012-06-12,14,"FBG042012","spring","FBG042012_2012-05-29",41,157
"692","FBG","FBG06",2012,2012-05-29,2012-06-12,14,"FBG062012","spring","FBG062012_2012-05-29",0,157
"693","FBG","FBG07",2012,2012-05-29,2012-06-12,14,"FBG072012","spring","FBG072012_2012-05-29",9,157
"694","FBG","FBG08",2012,2012-05-29,2012-06-12,14,"FBG082012","spring","FBG082012_2012-05-29",5,157
"695","FBG","FBG09",2012,2012-05-29,2012-06-12,14,"FBG092012","spring","FBG092012_2012-05-29",4,157
"696","FBG","FBG10",2012,2012-05-29,2012-06-12,14,"FBG102012","spring","FBG102012_2012-05-29",3,157
"697","FBG","FBG11",2012,2012-05-29,2012-06-12,14,"FBG112012","spring","FBG112012_2012-05-29",0,157
"698","FBG","FBG12",2012,2012-05-29,2012-06-12,14,"FBG122012","spring","FBG122012_2012-05-29",0,157
"699","FBG","FBG13",2012,2012-05-29,2012-06-12,14,"FBG132012","spring","FBG132012_2012-05-29",7,157
"700","FBG","FBG14",2012,2012-05-29,2012-06-12,14,"FBG142012","spring","FBG142012_2012-05-29",0,157
"701","FBG","FBG15",2012,2012-05-29,2012-06-12,14,"FBG152012","spring","FBG152012_2012-05-29",1,157
"702","FBG","FBG16",2012,2012-05-29,2012-06-12,14,"FBG162012","spring","FBG162012_2012-05-29",6,157
"703","SST","SST01",2012,2012-05-29,2012-06-12,14,"SST012012","spring","SST012012_2012-05-29",1,157
"704","SST","SST02",2012,2012-05-29,2012-06-12,14,"SST022012","spring","SST022012_2012-05-29",0,157
"705","SST","SST03",2012,2012-05-29,2012-06-12,14,"SST032012","spring","SST032012_2012-05-29",1,157
"706","SST","SST04",2012,2012-05-29,2012-06-12,14,"SST042012","spring","SST042012_2012-05-29",3,157
"707","SST","SST05",2012,2012-05-29,2012-06-12,14,"SST052012","spring","SST052012_2012-05-29",0,157
"708","SST","SST06",2012,2012-05-29,2012-06-12,14,"SST062012","spring","SST062012_2012-05-29",0,157
"709","SST","SST07",2012,2012-05-29,2012-06-12,14,"SST072012","spring","SST072012_2012-05-29",0,157
"710","SST","SST08",2012,2012-05-29,2012-06-12,14,"SST082012","spring","SST082012_2012-05-29",1,157
"711","SST","SST09",2012,2012-05-29,2012-06-12,14,"SST092012","spring","SST092012_2012-05-29",1,157
"712","SST","SST10",2012,2012-05-29,2012-06-12,14,"SST102012","spring","SST102012_2012-05-29",4,157
"713","SST","SST11",2012,2012-05-29,2012-06-12,14,"SST112012","spring","SST112012_2012-05-29",0,157
"714","SST","SST12",2012,2012-05-29,2012-06-12,14,"SST122012","spring","SST122012_2012-05-29",0,157
"715","SST","SST13",2012,2012-05-29,2012-06-12,14,"SST132012","spring","SST132012_2012-05-29",0,157
"716","SST","SST14",2012,2012-05-29,2012-06-12,14,"SST142012","spring","SST142012_2012-05-29",0,157
"717","SST","SST15",2012,2012-05-29,2012-06-12,14,"SST152012","spring","SST152012_2012-05-29",0,157
"718","SST","SST16",2012,2012-05-29,2012-06-12,14,"SST162012","spring","SST162012_2012-05-29",0,157
"719","HAR","HAR01",2012,2012-05-30,2012-06-13,14,"HAR012012","spring","HAR012012_2012-05-30",2,158
"720","HAR","HAR02",2012,2012-05-30,2012-06-13,14,"HAR022012","spring","HAR022012_2012-05-30",2,158
"721","HAR","HAR03",2012,2012-05-30,2012-06-13,14,"HAR032012","spring","HAR032012_2012-05-30",1,158
"722","HAR","HAR04",2012,2012-05-30,2012-06-13,14,"HAR042012","spring","HAR042012_2012-05-30",1,158
"723","HAR","HAR05",2012,2012-05-30,2012-06-13,14,"HAR052012","spring","HAR052012_2012-05-30",19,158
"724","HAR","HAR06",2012,2012-05-30,2012-06-13,14,"HAR062012","spring","HAR062012_2012-05-30",6,158
"725","HAR","HAR07",2012,2012-05-30,2012-06-13,14,"HAR072012","spring","HAR072012_2012-05-30",22,158
"726","HAR","HAR08",2012,2012-05-30,2012-06-13,14,"HAR082012","spring","HAR082012_2012-05-30",1,158
"727","HAR","HAR09",2012,2012-05-30,2012-06-13,14,"HAR092012","spring","HAR092012_2012-05-30",2,158
"728","HAR","HAR10",2012,2012-05-30,2012-06-13,14,"HAR102012","spring","HAR102012_2012-05-30",54,158
"729","HAR","HAR11",2012,2012-05-30,2012-06-13,14,"HAR112012","spring","HAR112012_2012-05-30",146,158
"730","HAR","HAR12",2012,2012-05-30,2012-06-13,14,"HAR122012","spring","HAR122012_2012-05-30",16,158
"731","HAR","HAR13",2012,2012-05-30,2012-06-13,14,"HAR132012","spring","HAR132012_2012-05-30",10,158
"732","HAR","HAR14",2012,2012-05-30,2012-06-13,14,"HAR142012","spring","HAR142012_2012-05-30",10,158
"733","HAR","HAR15",2012,2012-05-30,2012-06-13,14,"HAR152012","spring","HAR152012_2012-05-30",16,158
"734","HAR","HAR16",2012,2012-05-30,2012-06-13,14,"HAR162012","spring","HAR162012_2012-05-30",58,158
"735","WAN","WAN01",2012,2012-05-30,2012-06-13,14,"WAN012012","spring","WAN012012_2012-05-30",0,158
"736","WAN","WAN02",2012,2012-05-30,2012-06-13,14,"WAN022012","spring","WAN022012_2012-05-30",0,158
"737","WAN","WAN03",2012,2012-05-30,2012-06-13,14,"WAN032012","spring","WAN032012_2012-05-30",0,158
"738","WAN","WAN04",2012,2012-05-30,2012-06-13,14,"WAN042012","spring","WAN042012_2012-05-30",1,158
"739","WAN","WAN05",2012,2012-05-30,2012-06-13,14,"WAN052012","spring","WAN052012_2012-05-30",0,158
"740","WAN","WAN06",2012,2012-05-30,2012-06-13,14,"WAN062012","spring","WAN062012_2012-05-30",0,158
"741","WAN","WAN07",2012,2012-05-30,2012-06-13,14,"WAN072012","spring","WAN072012_2012-05-30",1,158
"742","WAN","WAN08",2012,2012-05-30,2012-06-13,14,"WAN082012","spring","WAN082012_2012-05-30",1,158
"743","WAN","WAN09",2012,2012-05-30,2012-06-13,14,"WAN092012","spring","WAN092012_2012-05-30",0,158
"744","WAN","WAN10",2012,2012-05-30,2012-06-13,14,"WAN102012","spring","WAN102012_2012-05-30",0,158
"745","WAN","WAN11",2012,2012-05-30,2012-06-13,14,"WAN112012","spring","WAN112012_2012-05-30",0,158
"746","WAN","WAN12",2012,2012-05-30,2012-06-13,14,"WAN122012","spring","WAN122012_2012-05-30",5,158
"747","WAN","WAN13",2012,2012-05-30,2012-06-13,14,"WAN132012","spring","WAN132012_2012-05-30",1,158
"748","WAN","WAN14",2012,2012-05-30,2012-06-13,14,"WAN142012","spring","WAN142012_2012-05-30",2,158
"749","WAN","WAN15",2012,2012-05-30,2012-06-13,14,"WAN152012","spring","WAN152012_2012-05-30",0,158
"750","WAN","WAN16",2012,2012-05-30,2012-06-13,14,"WAN162012","spring","WAN162012_2012-05-30",0,158
"751","GFH","GFH01",2012,2012-05-31,2012-06-14,14,"GFH012012","spring","GFH012012_2012-05-31",0,159
"752","GFH","GFH02",2012,2012-05-31,2012-06-14,14,"GFH022012","spring","GFH022012_2012-05-31",0,159
"753","GFH","GFH03",2012,2012-05-31,2012-06-14,14,"GFH032012","spring","GFH032012_2012-05-31",0,159
"754","GFH","GFH04",2012,2012-05-31,2012-06-14,14,"GFH042012","spring","GFH042012_2012-05-31",1,159
"755","GFH","GFH05",2012,2012-05-31,2012-06-14,14,"GFH052012","spring","GFH052012_2012-05-31",3,159
"756","GFH","GFH06",2012,2012-05-31,2012-06-14,14,"GFH062012","spring","GFH062012_2012-05-31",0,159
"757","GFH","GFH07",2012,2012-05-31,2012-06-14,14,"GFH072012","spring","GFH072012_2012-05-31",2,159
"758","GFH","GFH08",2012,2012-05-31,2012-06-14,14,"GFH082012","spring","GFH082012_2012-05-31",0,159
"759","GFH","GFH09",2012,2012-05-31,2012-06-14,14,"GFH092012","spring","GFH092012_2012-05-31",3,159
"760","GFH","GFH10",2012,2012-05-31,2012-06-14,14,"GFH102012","spring","GFH102012_2012-05-31",2,159
"761","GFH","GFH11",2012,2012-05-31,2012-06-14,14,"GFH112012","spring","GFH112012_2012-05-31",2,159
"762","GFH","GFH12",2012,2012-05-31,2012-06-14,14,"GFH122012","spring","GFH122012_2012-05-31",1,159
"763","GFH","GFH13",2012,2012-05-31,2012-06-14,14,"GFH132012","spring","GFH132012_2012-05-31",6,159
"764","GFH","GFH14",2012,2012-05-31,2012-06-14,14,"GFH142012","spring","GFH142012_2012-05-31",0,159
"765","GFH","GFH15",2012,2012-05-31,2012-06-14,14,"GFH152012","spring","GFH152012_2012-05-31",1,159
"766","GFH","GFH16",2012,2012-05-31,2012-06-14,14,"GFH162012","spring","GFH162012_2012-05-31",1,159
"767","SIP","SIP01",2012,2012-05-31,2012-06-14,14,"SIP012012","spring","SIP012012_2012-05-31",0,159
"768","SIP","SIP02",2012,2012-05-31,2012-06-14,14,"SIP022012","spring","SIP022012_2012-05-31",0,159
"769","SIP","SIP03",2012,2012-05-31,2012-06-14,14,"SIP032012","spring","SIP032012_2012-05-31",1,159
"770","SIP","SIP05",2012,2012-05-31,2012-06-14,14,"SIP052012","spring","SIP052012_2012-05-31",1,159
"771","SIP","SIP06",2012,2012-05-31,2012-06-14,14,"SIP062012","spring","SIP062012_2012-05-31",1,159
"772","SIP","SIP07",2012,2012-05-31,2012-06-14,14,"SIP072012","spring","SIP072012_2012-05-31",3,159
"773","SIP","SIP08",2012,2012-05-31,2012-06-14,14,"SIP082012","spring","SIP082012_2012-05-31",2,159
"774","SIP","SIP09",2012,2012-05-31,2012-06-14,14,"SIP092012","spring","SIP092012_2012-05-31",0,159
"775","SIP","SIP10",2012,2012-05-31,2012-06-14,14,"SIP102012","spring","SIP102012_2012-05-31",2,159
"776","SIP","SIP11",2012,2012-05-31,2012-06-14,14,"SIP112012","spring","SIP112012_2012-05-31",1,159
"777","SIP","SIP12",2012,2012-05-31,2012-06-14,14,"SIP122012","spring","SIP122012_2012-05-31",1,159
"778","SIP","SIP13",2012,2012-05-31,2012-06-14,14,"SIP132012","spring","SIP132012_2012-05-31",0,159
"779","SIP","SIP14",2012,2012-05-31,2012-06-14,14,"SIP142012","spring","SIP142012_2012-05-31",0,159
"780","SIP","SIP15",2012,2012-05-31,2012-06-14,14,"SIP152012","spring","SIP152012_2012-05-31",0,159
"781","SIP","SIP16",2012,2012-05-31,2012-06-14,14,"SIP162012","spring","SIP162012_2012-05-31",0,159
"782","FBG","FBG01",2013,2013-04-29,2013-05-13,14,"FBG012013","spring","FBG012013_2013-04-29",0,126
"783","FBG","FBG02",2013,2013-04-29,2013-05-13,14,"FBG022013","spring","FBG022013_2013-04-29",3,126
"784","FBG","FBG03",2013,2013-04-29,2013-05-13,14,"FBG032013","spring","FBG032013_2013-04-29",0,126
"785","FBG","FBG04",2013,2013-04-29,2013-05-13,14,"FBG042013","spring","FBG042013_2013-04-29",0,126
"786","FBG","FBG05",2013,2013-04-29,2013-05-13,14,"FBG052013","spring","FBG052013_2013-04-29",0,126
"787","FBG","FBG06",2013,2013-04-29,2013-05-13,14,"FBG062013","spring","FBG062013_2013-04-29",0,126
"788","FBG","FBG07",2013,2013-04-29,2013-05-13,14,"FBG072013","spring","FBG072013_2013-04-29",0,126
"789","FBG","FBG08",2013,2013-04-29,2013-05-13,14,"FBG082013","spring","FBG082013_2013-04-29",1,126
"790","FBG","FBG09",2013,2013-04-29,2013-05-13,14,"FBG092013","spring","FBG092013_2013-04-29",1,126
"791","FBG","FBG10",2013,2013-04-29,2013-05-13,14,"FBG102013","spring","FBG102013_2013-04-29",0,126
"792","FBG","FBG11",2013,2013-04-29,2013-05-13,14,"FBG112013","spring","FBG112013_2013-04-29",0,126
"793","FBG","FBG12",2013,2013-04-29,2013-05-13,14,"FBG122013","spring","FBG122013_2013-04-29",0,126
"794","FBG","FBG13",2013,2013-04-29,2013-05-13,14,"FBG132013","spring","FBG132013_2013-04-29",0,126
"795","FBG","FBG14",2013,2013-04-29,2013-05-13,14,"FBG142013","spring","FBG142013_2013-04-29",2,126
"796","FBG","FBG15",2013,2013-04-29,2013-05-13,14,"FBG152013","spring","FBG152013_2013-04-29",0,126
"797","FBG","FBG16",2013,2013-04-29,2013-05-13,14,"FBG162013","spring","FBG162013_2013-04-29",0,126
"798","SST","SST01",2013,2013-04-29,2013-05-13,14,"SST012013","spring","SST012013_2013-04-29",0,126
"799","SST","SST02",2013,2013-04-29,2013-05-13,14,"SST022013","spring","SST022013_2013-04-29",0,126
"800","SST","SST03",2013,2013-04-29,2013-05-13,14,"SST032013","spring","SST032013_2013-04-29",0,126
"801","SST","SST04",2013,2013-04-29,2013-05-13,14,"SST042013","spring","SST042013_2013-04-29",0,126
"802","SST","SST05",2013,2013-04-29,2013-05-13,14,"SST052013","spring","SST052013_2013-04-29",0,126
"803","SST","SST06",2013,2013-04-29,2013-05-13,14,"SST062013","spring","SST062013_2013-04-29",0,126
"804","SST","SST07",2013,2013-04-29,2013-05-13,14,"SST072013","spring","SST072013_2013-04-29",0,126
"805","SST","SST08",2013,2013-04-29,2013-05-13,14,"SST082013","spring","SST082013_2013-04-29",0,126
"806","SST","SST09",2013,2013-04-29,2013-05-13,14,"SST092013","spring","SST092013_2013-04-29",0,126
"807","SST","SST10",2013,2013-04-29,2013-05-13,14,"SST102013","spring","SST102013_2013-04-29",0,126
"808","SST","SST11",2013,2013-04-29,2013-05-13,14,"SST112013","spring","SST112013_2013-04-29",0,126
"809","SST","SST12",2013,2013-04-29,2013-05-13,14,"SST122013","spring","SST122013_2013-04-29",0,126
"810","SST","SST13",2013,2013-04-29,2013-05-13,14,"SST132013","spring","SST132013_2013-04-29",0,126
"811","SST","SST14",2013,2013-04-29,2013-05-13,14,"SST142013","spring","SST142013_2013-04-29",0,126
"812","SST","SST15",2013,2013-04-29,2013-05-13,14,"SST152013","spring","SST152013_2013-04-29",0,126
"813","SST","SST16",2013,2013-04-29,2013-05-13,14,"SST162013","spring","SST162013_2013-04-29",0,126
"814","HAR","HAR01",2013,2013-04-30,2013-05-14,14,"HAR012013","spring","HAR012013_2013-04-30",0,127
"815","HAR","HAR02",2013,2013-04-30,2013-05-14,14,"HAR022013","spring","HAR022013_2013-04-30",0,127
"816","HAR","HAR03",2013,2013-04-30,2013-05-14,14,"HAR032013","spring","HAR032013_2013-04-30",0,127
"817","HAR","HAR04",2013,2013-04-30,2013-05-14,14,"HAR042013","spring","HAR042013_2013-04-30",0,127
"818","HAR","HAR05",2013,2013-04-30,2013-05-14,14,"HAR052013","spring","HAR052013_2013-04-30",1,127
"819","HAR","HAR06",2013,2013-04-30,2013-05-14,14,"HAR062013","spring","HAR062013_2013-04-30",1,127
"820","HAR","HAR07",2013,2013-04-30,2013-05-14,14,"HAR072013","spring","HAR072013_2013-04-30",0,127
"821","HAR","HAR08",2013,2013-04-30,2013-05-14,14,"HAR082013","spring","HAR082013_2013-04-30",0,127
"822","HAR","HAR09",2013,2013-04-30,2013-05-14,14,"HAR092013","spring","HAR092013_2013-04-30",0,127
"823","HAR","HAR10",2013,2013-04-30,2013-05-14,14,"HAR102013","spring","HAR102013_2013-04-30",0,127
"824","HAR","HAR11",2013,2013-04-30,2013-05-14,14,"HAR112013","spring","HAR112013_2013-04-30",0,127
"825","HAR","HAR12",2013,2013-04-30,2013-05-14,14,"HAR122013","spring","HAR122013_2013-04-30",1,127
"826","HAR","HAR13",2013,2013-04-30,2013-05-14,14,"HAR132013","spring","HAR132013_2013-04-30",0,127
"827","HAR","HAR14",2013,2013-04-30,2013-05-14,14,"HAR142013","spring","HAR142013_2013-04-30",0,127
"828","HAR","HAR15",2013,2013-04-30,2013-05-14,14,"HAR152013","spring","HAR152013_2013-04-30",3,127
"829","HAR","HAR16",2013,2013-04-30,2013-05-14,14,"HAR162013","spring","HAR162013_2013-04-30",1,127
"830","WAN","WAN01",2013,2013-04-30,2013-05-14,14,"WAN012013","spring","WAN012013_2013-04-30",3,127
"831","WAN","WAN02",2013,2013-04-30,2013-05-14,14,"WAN022013","spring","WAN022013_2013-04-30",0,127
"832","WAN","WAN03",2013,2013-04-30,2013-05-14,14,"WAN032013","spring","WAN032013_2013-04-30",1,127
"833","WAN","WAN04",2013,2013-04-30,2013-05-14,14,"WAN042013","spring","WAN042013_2013-04-30",0,127
"834","WAN","WAN05",2013,2013-04-30,2013-05-14,14,"WAN052013","spring","WAN052013_2013-04-30",0,127
"835","WAN","WAN06",2013,2013-04-30,2013-05-14,14,"WAN062013","spring","WAN062013_2013-04-30",0,127
"836","WAN","WAN07",2013,2013-04-30,2013-05-14,14,"WAN072013","spring","WAN072013_2013-04-30",0,127
"837","WAN","WAN08",2013,2013-04-30,2013-05-14,14,"WAN082013","spring","WAN082013_2013-04-30",0,127
"838","WAN","WAN09",2013,2013-04-30,2013-05-14,14,"WAN092013","spring","WAN092013_2013-04-30",19,127
"839","WAN","WAN10",2013,2013-04-30,2013-05-14,14,"WAN102013","spring","WAN102013_2013-04-30",6,127
"840","WAN","WAN11",2013,2013-04-30,2013-05-14,14,"WAN112013","spring","WAN112013_2013-04-30",1,127
"841","WAN","WAN12",2013,2013-04-30,2013-05-14,14,"WAN122013","spring","WAN122013_2013-04-30",6,127
"842","WAN","WAN13",2013,2013-04-30,2013-05-14,14,"WAN132013","spring","WAN132013_2013-04-30",235,127
"843","WAN","WAN14",2013,2013-04-30,2013-05-14,14,"WAN142013","spring","WAN142013_2013-04-30",28,127
"844","WAN","WAN15",2013,2013-04-30,2013-05-14,14,"WAN152013","spring","WAN152013_2013-04-30",2,127
"845","WAN","WAN16",2013,2013-04-30,2013-05-14,14,"WAN162013","spring","WAN162013_2013-04-30",0,127
"846","GFH","GFH01",2013,2013-05-02,2013-05-16,14,"GFH012013","spring","GFH012013_2013-05-02",0,129
"847","GFH","GFH02",2013,2013-05-02,2013-05-16,14,"GFH022013","spring","GFH022013_2013-05-02",0,129
"848","GFH","GFH03",2013,2013-05-02,2013-05-16,14,"GFH032013","spring","GFH032013_2013-05-02",0,129
"849","GFH","GFH04",2013,2013-05-02,2013-05-16,14,"GFH042013","spring","GFH042013_2013-05-02",0,129
"850","GFH","GFH05",2013,2013-05-02,2013-05-16,14,"GFH052013","spring","GFH052013_2013-05-02",0,129
"851","GFH","GFH06",2013,2013-05-02,2013-05-16,14,"GFH062013","spring","GFH062013_2013-05-02",0,129
"852","GFH","GFH07",2013,2013-05-02,2013-05-16,14,"GFH072013","spring","GFH072013_2013-05-02",0,129
"853","GFH","GFH08",2013,2013-05-02,2013-05-16,14,"GFH082013","spring","GFH082013_2013-05-02",0,129
"854","GFH","GFH09",2013,2013-05-02,2013-05-16,14,"GFH092013","spring","GFH092013_2013-05-02",0,129
"855","GFH","GFH10",2013,2013-05-02,2013-05-16,14,"GFH102013","spring","GFH102013_2013-05-02",0,129
"856","GFH","GFH11",2013,2013-05-02,2013-05-16,14,"GFH112013","spring","GFH112013_2013-05-02",0,129
"857","GFH","GFH12",2013,2013-05-02,2013-05-16,14,"GFH122013","spring","GFH122013_2013-05-02",0,129
"858","GFH","GFH13",2013,2013-05-02,2013-05-16,14,"GFH132013","spring","GFH132013_2013-05-02",0,129
"859","GFH","GFH14",2013,2013-05-02,2013-05-16,14,"GFH142013","spring","GFH142013_2013-05-02",0,129
"860","GFH","GFH15",2013,2013-05-02,2013-05-16,14,"GFH152013","spring","GFH152013_2013-05-02",0,129
"861","GFH","GFH16",2013,2013-05-02,2013-05-16,14,"GFH162013","spring","GFH162013_2013-05-02",0,129
"862","SIP","SIP01",2013,2013-05-02,2013-05-16,14,"SIP012013","spring","SIP012013_2013-05-02",0,129
"863","SIP","SIP02",2013,2013-05-02,2013-05-16,14,"SIP022013","spring","SIP022013_2013-05-02",0,129
"864","SIP","SIP03",2013,2013-05-02,2013-05-16,14,"SIP032013","spring","SIP032013_2013-05-02",0,129
"865","SIP","SIP05",2013,2013-05-02,2013-05-16,14,"SIP052013","spring","SIP052013_2013-05-02",0,129
"866","SIP","SIP06",2013,2013-05-02,2013-05-16,14,"SIP062013","spring","SIP062013_2013-05-02",0,129
"867","SIP","SIP07",2013,2013-05-02,2013-05-16,14,"SIP072013","spring","SIP072013_2013-05-02",1,129
"868","SIP","SIP08",2013,2013-05-02,2013-05-16,14,"SIP082013","spring","SIP082013_2013-05-02",0,129
"869","SIP","SIP09",2013,2013-05-02,2013-05-16,14,"SIP092013","spring","SIP092013_2013-05-02",0,129
"870","SIP","SIP10",2013,2013-05-02,2013-05-16,14,"SIP102013","spring","SIP102013_2013-05-02",0,129
"871","SIP","SIP11",2013,2013-05-02,2013-05-16,14,"SIP112013","spring","SIP112013_2013-05-02",0,129
"872","SIP","SIP12",2013,2013-05-02,2013-05-16,14,"SIP122013","spring","SIP122013_2013-05-02",0,129
"873","SIP","SIP13",2013,2013-05-02,2013-05-16,14,"SIP132013","spring","SIP132013_2013-05-02",0,129
"874","SIP","SIP14",2013,2013-05-02,2013-05-16,14,"SIP142013","spring","SIP142013_2013-05-02",0,129
"875","SIP","SIP15",2013,2013-05-02,2013-05-16,14,"SIP152013","spring","SIP152013_2013-05-02",0,129
"876","SIP","SIP16",2013,2013-05-02,2013-05-16,14,"SIP162013","spring","SIP162013_2013-05-02",0,129
"877","FBG","FBG01",2013,2013-05-13,2013-05-27,14,"FBG012013","spring","FBG012013_2013-05-13",0,140
"878","FBG","FBG02",2013,2013-05-13,2013-05-27,14,"FBG022013","spring","FBG022013_2013-05-13",3,140
"879","FBG","FBG03",2013,2013-05-13,2013-05-27,14,"FBG032013","spring","FBG032013_2013-05-13",1,140
"880","FBG","FBG04",2013,2013-05-13,2013-05-27,14,"FBG042013","spring","FBG042013_2013-05-13",1,140
"881","FBG","FBG06",2013,2013-05-13,2013-05-27,14,"FBG062013","spring","FBG062013_2013-05-13",0,140
"882","FBG","FBG07",2013,2013-05-13,2013-05-27,14,"FBG072013","spring","FBG072013_2013-05-13",0,140
"883","FBG","FBG08",2013,2013-05-13,2013-05-27,14,"FBG082013","spring","FBG082013_2013-05-13",0,140
"884","FBG","FBG09",2013,2013-05-13,2013-05-27,14,"FBG092013","spring","FBG092013_2013-05-13",1,140
"885","FBG","FBG10",2013,2013-05-13,2013-05-27,14,"FBG102013","spring","FBG102013_2013-05-13",0,140
"886","FBG","FBG11",2013,2013-05-13,2013-05-27,14,"FBG112013","spring","FBG112013_2013-05-13",0,140
"887","FBG","FBG12",2013,2013-05-13,2013-05-27,14,"FBG122013","spring","FBG122013_2013-05-13",0,140
"888","FBG","FBG13",2013,2013-05-13,2013-05-27,14,"FBG132013","spring","FBG132013_2013-05-13",2,140
"889","FBG","FBG14",2013,2013-05-13,2013-05-27,14,"FBG142013","spring","FBG142013_2013-05-13",1,140
"890","FBG","FBG15",2013,2013-05-13,2013-05-27,14,"FBG152013","spring","FBG152013_2013-05-13",0,140
"891","FBG","FBG16",2013,2013-05-13,2013-05-27,14,"FBG162013","spring","FBG162013_2013-05-13",0,140
"892","HAR","HAR01",2013,2013-05-14,2013-05-28,14,"HAR012013","spring","HAR012013_2013-05-14",0,141
